RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
17OCT2022,103/ 4:51:10-205,629,22935-18054-205-3,8,8,0,1218,1548,1727,1754,1813,1911,1760,1264,,,1
17OCT2022,104/ 1: 3:43-307,58,104/ 1: 3:43-307,,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,2
17OCT2022,104/ 4:40:17-305,1,104/ 4:40:17-305,,10,,,,,,,,,,,,3
17OCT2022,104/ 4:59: 6-305,628,22935-18036-305-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,4
17OCT2022,104/ 6:39:59-305,704,22935-24144-305-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,5
17OCT2022,104/ 8:15:14-305,780,22935-29742-305-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,6
17OCT2022,104/ 9:57: 3-305,860,22935-35844-305-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,7
17OCT2022,104/11:28:50-305,139,22935-41442-305-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,8
17OCT2022,104/13: 5:41-305,219,22935-47544-305-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,9
17OCT2022,104/14:42:24-305,295,22935-53142-305-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,10
17OCT2022,104/16:17:58-305,375,22935-59244-305-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,11
17OCT2022,104/17:59:29-305,451,22935-64842-305-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,12
17OCT2022,104/19:32:34-305,525,22935-70974-305-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,13
17OCT2022,104/21:28: 0-307,565,22935-77460-307-1,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,14
17OCT2022,104/23: 1:26-307,589,22935-82884-307-14,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,15
17OCT2022,104/23: 8:34-307,594,22935-84162-307-13,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,16
17OCT2022,104/23:28:15-307,595,22935-84594-307-2,10,10,1,3156,4050,4137,4126,3017,3053,4173,4048,4131,3078,17
17OCT2022,105/ 4:48:56-107,617,22935-17340-107-5,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,18
17OCT2022,105/ 6:13:25-107,683,22935-22500-107-6,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,19
17OCT2022,105/ 7:45:16-107,759,22935-28140-107-5,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,20
17OCT2022,105/ 9:18:43-107,827,22935-33300-107-6,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,21
17OCT2022,105/10:42:50-107,104,22935-38940-107-5,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,22
17OCT2022,105/12:23:17-107,174,22935-44100-107-6,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,23
17OCT2022,105/13:53:29-107,250,22935-49740-107-5,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,24
17OCT2022,105/15:13:24-107,318,22935-54900-107-6,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,25
17OCT2022,105/16:46:56-107,394,22935-60540-107-5,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,26
17OCT2022,105/18:13:52-107,462,22935-65700-107-6,10,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,27
17OCT2022,105/19:40: 2-107,44,105/19:40: 2-107,,10,0,417,1559,1596,1607,1609,1829,1668,1773,1869,1225,28
17OCT2022,107/ 4:46:46-111,3,107/ 4:46:46-111,,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,29
17OCT2022,107/ 5:13:33-111,644,22935-19140-111-5,10,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,30
17OCT2022,107/ 6:42:30-111,707,22935-24300-111-6,10,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,31
17OCT2022,107/ 8:10:60-111,783,22935-29940-111-5,10,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,32
17OCT2022,107/ 9:45:10-111,851,22935-35100-111-6,10,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,33
17OCT2022,107/11:14:35-111,130,22935-40740-111-5,10,10,0,1261,1586,1672,1751,1818,1862,1573,1578,1740,1262,34
