RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
09AUG2022,174/ 4:29:21-105,1,174/ 4:29:21-105,,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,1
09AUG2022,174/ 4:54: 8-105,634,22866-17652-105-5,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,2
09AUG2022,174/ 6:21: 3-105,700,22866-22986-105-6,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,3
09AUG2022,174/ 7:51:35-105,773,22866-28452-105-5,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,4
09AUG2022,174/ 9:16:60-105,844,22866-33786-105-6,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,5
09AUG2022,174/10:54: 9-105,113,22866-39252-105-5,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,6
09AUG2022,174/12:17:30-105,186,22866-44586-105-6,10,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,7
09AUG2022,174/13:53: 3-106,32,174/13:53: 3-106,,10,0,388,1846,1559,1869,1555,1888,1665,1906,1847,414,8
09AUG2022,176/ 4:36:57-107,2,176/ 4:36:57-107,,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,9
09AUG2022,176/ 5: 3:33-107,647,22866-18552-107-5,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,10
09AUG2022,176/ 6:32:49-107,712,22866-23886-107-6,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,11
09AUG2022,176/ 8: 7:10-107,785,22866-29352-107-5,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,12
09AUG2022,176/ 9:35:31-107,856,22866-34686-107-6,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,13
09AUG2022,176/11: 5:48-107,125,22866-40152-107-5,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,14
09AUG2022,176/12:34: 4-107,198,22866-45486-107-6,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,15
09AUG2022,176/14: 5:11-107,281,22866-50952-107-5,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,16
09AUG2022,176/15:39:12-107,352,22866-56286-107-6,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,17
09AUG2022,176/17: 7:15-107,425,22866-61752-107-5,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,18
09AUG2022,176/18:36:55-107,493,22866-67086-107-6,10,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,19
09AUG2022,176/20: 6:44-107,53,176/20: 6:44-107,,10,1,3046,4055,4057,4062,3044,3147,4054,4019,4003,3131,20
09AUG2022,177/ 4:38: 8-303,3,177/ 4:38: 8-303,,10,0,394,1809,1726,1752,1907,1840,1826,1536,1868,1251,21
09AUG2022,177/ 4:58:21-303,639,22866-18000-303-1,10,10,0,394,1809,1726,1752,1907,1840,1826,1536,1868,1251,22
09AUG2022,177/ 6:30:49-303,716,22866-24114-303-2,10,10,0,394,1809,1726,1752,1907,1840,1826,1536,1868,1251,23
09AUG2022,177/ 8:12: 0-303,791,22866-29700-303-1,10,10,0,394,1809,1726,1752,1907,1840,1826,1536,1868,1251,24
09AUG2022,177/ 9:48:30-303,872,22866-35814-303-2,10,10,0,394,1809,1726,1752,1907,1840,1826,1536,1868,1251,25
09AUG2022,177/11:32:44-703,21,177/11:32:44-703,,10,,,,,,,,,,,,26
09AUG2022,178/ 4:34:58-103,633,22866-16752-103-5,10,10,0,1223,1600,1604,1543,1586,1875,1597,1881,1829,385,27
