RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
27AUG2022,1,643/ 5:23:51-101,,,,,22
27AUG2022,2,648/ 5:28:19-301,,,,,33
27AUG2022,3,649/ 5:32: 1-309,,,,,43
27AUG2022,4,651/ 5:38: 4-303,,,,,52
27AUG2022,5,652/ 5:48:12-103,,,,,62
27AUG2022,6,654/ 5:56:60-305,,,,,72
27AUG2022,7,661/ 6:12: 7-307,,,,,144
27AUG2022,8,669/ 6:32:26-311,,,,,200
27AUG2022,9,677/ 6:44:27-107,,,,,250
27AUG2022,10,682/ 6:55:15-313,,,,,273
27AUG2022,11,683/ 6:54:57-325,,,,,280
27AUG2022,12,687/ 7:14:12-109,,,,,295
27AUG2022,13,690/ 7:33:15-111,,,,,311
27AUG2022,14,683/ 7:10:22-325,161,0,1,0,282
27AUG2022,15,706/ 9:15:20-918,,,,,336
27AUG2022,16,714/ 9:55:12-959,,,,,347
27AUG2022,17,719/10:20:25-955,,,,,354
27AUG2022,18,683/14: 9:18-501,218,2,10,7,287
27AUG2022,19,771/14:14:27-965,,,,,407
27AUG2022,20,739/13: 5:40-501,202,0,6,1,377
27AUG2022,21,771/14:40:60-965,,,,,408
27AUG2022,22,690/15:23: 6-950,,,,,317
27AUG2022,23,781/15:44: 9-919,,,,,426
27AUG2022,24,789/16:36:36-958,,,,,439
27AUG2022,25,789/17: 1: 5-958,,,,,440
27AUG2022,26,792/17: 9:47-713,,,,,447
27AUG2022,27,643/17:32:24-101,,,,,31
27AUG2022,28,663/17:50:25-319,576,303,320,306,168
27AUG2022,29,677/18: 1:40-107,,,,,258
27AUG2022,30,649/18: 4:33-709,,,,,51
27AUG2022,31,763/18: 9:48-103,,,,,400
27AUG2022,32,674/18:11: 9-905,,,,,244
27AUG2022,33,658/18:34:26-105,,,,,126
27AUG2022,34,648/17: 4:40-301,372,133,146,129,42
27AUG2022,35,677/19:22:54-107,,,,,259
27AUG2022,36,681/19:34:39-321,,,,,272
27AUG2022,37,687/19:35:33-109,,,,,304
27AUG2022,38,801/19:46:60-309,,,,,463
27AUG2022,39,810/18:45:42-301,507,301,399,381,469
27AUG2022,40,655/20:42:46-500,,,,,97
27AUG2022,41,830/20:55:52-400,,,,,491
27AUG2022,42,655/21:41:20-500,,,,,98
27AUG2022,43,827/22: 4: 1-951,,,,,488
27AUG2022,44,669/23:41:39-711,,,,,213
27AUG2022,45,837/ 0:16:54-305,,,,,498
27AUG2022,46,841/ 0:16:30-209,,,,,502
27AUG2022,47,663/ 0:35:25-319,,,,,158
27AUG2022,48,825/ 1: 0:21-323,,,,,482
27AUG2022,49,667/ 1:53:24-301,,,,,179
27AUG2022,50,659/ 2:10: 1-315,,,,,128
27AUG2022,51,649/ 9:56:23-309,243,0,16,12,46
27AUG2022,52,715/10: 0:51-405,317,133,186,179,348
27AUG2022,53,700/ 9:52: 8-411,6,,0,0,328
27AUG2022,54,643/10: 4:34-101,160,0,5,1,26
27AUG2022,55,700/10: 4:49-411,261,10,8,4,329
27AUG2022,56,677/10: 2: 0-107,267,0,8,3,253
27AUG2022,57,667/10: 0:37-323,143,7,10,8,183
27AUG2022,58,705/10:10:60-401,7,,0,0,333
27AUG2022,59,702/10:17:19-201,170,1,10,4,331
27AUG2022,60,671/10: 4:32-509,171,0,4,2,217
27AUG2022,61,669/10: 8:53-311,343,13,31,17,203
27AUG2022,62,718/10:19:36-207,158,0,9,3,352
27AUG2022,63,683/10:19:20-325,237,17,35,29,284
27AUG2022,64,674/10:21: 5-505,213,4,42,11,238
27AUG2022,65,682/10:26:40-313,367,1,8,1,276
27AUG2022,66,720/10:28:28-407,309,1,10,2,355
27AUG2022,67,705/10:19:27-401,9,,0,0,334
27AUG2022,68,721/10:33:39-103,181,0,4,0,359
27AUG2022,69,705/10:36:24-401,317,26,4,5,335
27AUG2022,70,648/10:31:49-301,144,0,8,3,37
27AUG2022,71,687/10:38: 5-109,269,0,2,0,298
27AUG2022,72,709/10:43: 8-403,9,,0,0,342
27AUG2022,73,707/10:44:57-203,148,106,89,88,340
27AUG2022,74,653/10:34:27-501,277,198,187,167,70
27AUG2022,75,659/10:41:13-315,266,9,37,34,132
27AUG2022,76,724/10:46:57-209,152,0,9,3,361
27AUG2022,77,651/10:51:40-303,181,0,10,0,56
27AUG2022,78,655/10:49:48-507,149,0,12,3,90
27AUG2022,79,668/10:59: 3-317,373,5,18,10,198
27AUG2022,80,729/10:53: 7-409,390,85,132,118,363
27AUG2022,81,709/10:51:41-403,9,,0,0,343
27AUG2022,82,658/11: 9:11-105,174,0,5,0,121
27AUG2022,83,709/11: 5: 6-403,276,13,8,7,344
27AUG2022,84,654/11: 0:34-305,148,12,22,15,76
27AUG2022,85,690/11: 4:38-111,297,203,204,188,314
27AUG2022,86,715/11:22: 2-405,8,,3,3,349
27AUG2022,87,710/11:16: 9-205,182,132,116,107,346
27AUG2022,88,657/11: 4:34-503,261,0,7,5,107
27AUG2022,89,663/11: 9:17-319,334,11,21,16,163
27AUG2022,90,733/11:16:22-211,183,11,25,17,367
27AUG2022,91,661/11:19:16-307,281,17,29,17,148
27AUG2022,92,671/11:20:15-509,184,2,28,2,218
27AUG2022,93,681/11:26: 3-321,352,0,7,1,267
27AUG2022,94,715/11:25:42-405,9,,2,2,350
27AUG2022,95,734/11:27:44-411,342,0,10,6,369
27AUG2022,96,677/11:36:31-107,207,0,6,0,254
27AUG2022,97,715/11:36:34-405,346,107,119,111,351
27AUG2022,98,643/11:32:24-101,365,71,80,71,27
27AUG2022,99,649/11:31:49-309,179,42,51,47,47
27AUG2022,100,720/11:43: 9-407,19,,0,0,356
27AUG2022,101,718/11:43:20-207,153,0,20,16,353
27AUG2022,102,674/11:34:33-505,252,2,9,7,239
27AUG2022,103,667/11:38:36-323,345,122,188,175,184
27AUG2022,104,736/11:48:34-201,154,0,6,3,373
27AUG2022,105,669/11:50:18-311,291,20,33,24,204
