RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
30OCT2022,22948-42006-413-8,74,22948-42006-413-8,10,,,,,,,,,,,,,1
30OCT2022,22948-63954-207-3,246,22948-63954-207-3,8,,,,,,,,,,,,,2
30OCT2022,22948-69564-207-4,286,22948-69564-207-4,8,,,,,,,,,,,,,3
30OCT2022,22948-82068-301-1,355,22948-82068-301-1,10,,,,,,,,,,,,,4
30OCT2022,22948-84162-309-13,368,22948-84162-309-13,10,,,,,,,,,,,,,5
30OCT2022,22948-84594-309-2,369,22948-84594-309-2,10,,,,,,,,,,,,,6
30OCT2022,22948-86484-301-14,381,22948-86484-301-14,10,,,,,,,,,,,,,7
30OCT2022,644/ 7: 0: 1-501,392,22948-25656-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,8
30OCT2022,644/ 8:12:37-501,411,22948-29670-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,9
30OCT2022,644/ 9:25:41-501,451,22948-34656-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,10
30OCT2022,644/10:42:15-501,48,22948-38670-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,11
30OCT2022,644/11:49:33-501,87,22948-43656-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,12
30OCT2022,644/13:13:13-501,119,22948-47670-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,13
30OCT2022,644/14:20:53-501,157,22948-52656-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,14
30OCT2022,644/15:43:36-501,189,22948-56670-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,15
30OCT2022,644/16:50:11-501,227,22948-61656-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,16
30OCT2022,644/18:13: 7-501,259,22948-65670-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,17
30OCT2022,644/19:36:55-501,299,22948-71616-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,18
30OCT2022,644/21: 0:26-501,320,22948-75630-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,19
30OCT2022,644/22:10:17-501,348,22948-80616-501-11,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,20
30OCT2022,644/23:27:32-501,370,22948-84612-501-12,10,9,1,3066,4097,4078,4107,4142,4158,4140,4240,3063,,21
30OCT2022,645/ 7:11:57-507,393,22948-26070-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,22
30OCT2022,645/ 8:19:41-507,423,22948-31056-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,23
30OCT2022,645/ 9:43:16-507,455,22948-35070-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,24
30OCT2022,645/10:49:36-507,58,22948-40056-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,25
30OCT2022,645/12:14:27-507,91,22948-44070-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,26
30OCT2022,645/13:22: 4-507,129,22948-49056-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,27
30OCT2022,645/14:42:56-507,161,22948-53070-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,28
30OCT2022,645/15:51: 8-507,199,22948-58056-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,29
30OCT2022,645/17:12:53-507,231,22948-62070-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,30
30OCT2022,645/18:19:32-507,269,22948-67056-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,31
30OCT2022,645/19:43:30-507,298,22948-71490-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,32
30OCT2022,645/21: 9: 2-507,328,22948-77016-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,33
30OCT2022,645/22:28:37-507,350,22948-81012-507-12,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,34
30OCT2022,645/23:41:22-507,378,22948-86076-507-11,10,9,1,3110,4067,4237,3166,3062,4064,4080,4115,3044,,35
30OCT2022,647/ 1: 2:48-305,389,22948-90084-305-14,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,36
30OCT2022,647/ 7:17: 3-305,394,22948-26844-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,37
30OCT2022,647/ 8:41:20-305,429,22948-31632-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,38
30OCT2022,647/10:12:48-305,38,22948-37644-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,39
30OCT2022,647/11:39: 4-305,79,22948-42432-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,40
30OCT2022,647/13:13: 6-305,123,22948-48444-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,41
30OCT2022,647/14:46:31-305,163,22948-53232-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,42
30OCT2022,647/16:16:52-305,207,22948-59244-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,43
30OCT2022,647/17:43:12-305,247,22948-64032-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,44
30OCT2022,647/19:12:57-305,289,22948-70044-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,45
30OCT2022,647/20:37: 2-305,314,22948-74808-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,46
30OCT2022,647/22: 0:26-305,341,22948-79224-305-14,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,47
30OCT2022,647/22:11:53-305,347,22948-80562-305-13,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,48
30OCT2022,647/22:29: 7-305,349,22948-80994-305-2,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,49
30OCT2022,647/23:41:13-305,374,22948-85668-305-1,10,10,1,3061,4034,4129,4052,3068,3079,4111,4018,4165,3057,50
30OCT2022,650/ 7:19:60-503,396,22948-27456-503-11,10,9,1,3071,4076,4136,3010,3027,4068,4258,4172,3007,,51
30OCT2022,650/ 8:44:26-503,427,22948-31470-503-12,10,9,1,3071,4076,4136,3010,3027,4068,4258,4172,3007,,52
30OCT2022,650/ 9:54:57-503,30,22948-36456-503-11,10,9,1,3071,4076,4136,3010,3027,4068,4258,4172,3007,,53
30OCT2022,650/11:14:26-503,62,22948-40470-503-12,10,9,1,3071,4076,4136,3010,3027,4068,4258,4172,3007,,54
30OCT2022,650/12:19:32-503,101,22948-45456-503-11,10,9,1,3071,4076,4136,3010,3027,4068,4258,4172,3007,,55
