RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
07NOV2022,0/ 2:16:46-311,78,0/ 2:16:46-311,,10,,,,,,,,,,,,1
07NOV2022,0/16:39:22-918,39,0/16:39:22-918,,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,2
07NOV2022,0/17:34:49-303,477,22956-63942-303-1,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,3
07NOV2022,0/19:32:18-305,569,22956-70974-305-2,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,4
07NOV2022,0/21:53:10-311,67,0/21:53:10-311,,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,5
07NOV2022,0/21:56: 2-311,617,22956-79260-311-1,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,6
07NOV2022,0/23:37:32-311,641,22956-84684-311-14,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,7
07NOV2022,0/23:49: 3-311,646,22956-85968-311-13,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,8
07NOV2022,0/23:58:57-311,647,22956-86400-311-2,10,10,1,3111,4017,4225,4232,4006,3029,4011,4147,4206,3038,9
07NOV2022,1/16:39: 3-213,411,22956-59664-213-4,8,8,1,3008,4219,4215,3001,3046,4255,4169,3059,,,10
07NOV2022,1/18:15:24-213,490,22956-64854-213-3,8,8,1,3008,4219,4215,3001,3046,4255,4169,3059,,,11
07NOV2022,100/ 0:40:51-317,654,22956-88284-317-14,10,10,1,3156,4173,4170,4108,3129,3081,4027,4034,4052,3157,12
07NOV2022,100/22:28:50-317,69,100/22:28:50-317,,10,1,3156,4173,4170,4108,3129,3081,4027,4034,4052,3157,13
07NOV2022,100/22:55:40-317,632,22956-82860-317-1,10,10,1,3156,4173,4170,4108,3129,3081,4027,4034,4052,3157,14
07NOV2022,101/22:48:49-203,628,22956-82050-203-3,8,8,0,311,1558,1612,1823,1768,1738,1657,334,,,15
07NOV2022,102/ 0:23: 3-215,72,102/ 0:23: 3-215,,10,0,376,1874,1591,1533,1636,1767,1661,1619,1515,1229,16
07NOV2022,102/22:53: 9-215,629,22956-82242-215-4,8,10,0,376,1874,1591,1533,1636,1767,1661,1619,1515,1229,17
07NOV2022,105/23:21:50-219,637,22956-84042-219-4,8,8,0,338,1528,1749,1837,1508,1654,1561,1212,,,18
07NOV2022,106/23:51:27-223,645,22956-85842-223-4,8,8,1,3122,4141,4119,3005,4190,4104,4010,3098,,,19
07NOV2022,107/ 0:12:32-517,651,22956-87636-517-11,10,10,1,3147,4115,4067,4212,3148,3055,4204,4237,4076,3110,20
07NOV2022,108/ 0:22:28-975,71,108/ 0:22:28-975,,10,,,,,,,,,,,,21
07NOV2022,108/ 1:55: 7-975,77,108/ 1:55: 7-975,,10,,,,,,,,,,,,22
07NOV2022,108/ 2:22:32-975,79,108/ 2:22:32-975,,10,,,,,,,,,,,,23
07NOV2022,108/ 2:39:26-975,82,108/ 2:39:26-975,,10,,,,,,,,,,,,24
07NOV2022,11/17:14:27-217,441,22956-61464-217-4,8,8,1,3028,4209,4200,4066,4085,4063,4081,3054,,,25
07NOV2022,11/18:47:11-217,516,22956-66654-217-3,8,8,1,3028,4209,4200,4066,4085,4063,4081,3054,,,26
07NOV2022,110/ 0:28:30-203,653,22956-88248-203-4,8,8,0,311,1558,1612,1823,1768,1738,1657,334,,,27
07NOV2022,114/ 1: 1:44-976,74,114/ 1: 1:44-976,,10,,,,,,,,,,,,28
07NOV2022,114/ 1:56:40-976,76,114/ 1:56:40-976,,10,,,,,,,,,,,,29
07NOV2022,114/ 2:25:10-976,80,114/ 2:25:10-976,,10,,,,,,,,,,,,30
07NOV2022,114/ 2:50:19-976,83,114/ 2:50:19-976,,10,,,,,,,,,,,,31
07NOV2022,12/17:19:12-403,447,22956-62004-403-7,10,10,0,1242,1660,1571,1525,1752,1546,1611,1506,1746,1241,32
07NOV2022,12/18:58:53-403,531,22956-67716-403-8,10,10,0,1242,1660,1571,1525,1752,1546,1611,1506,1746,1241,33
07NOV2022,13/17:15:44-123,449,22956-62100-123-6,10,10,0,415,1569,1615,1503,1728,1846,1713,1723,1725,1259,34
07NOV2022,13/18:57:38-100,51,13/18:57:38-100,,10,0,1259,1725,1723,1713,1846,1728,1503,1615,1569,415,35
07NOV2022,16/17:32:46-405,459,22956-62904-405-7,10,9,1,3114,4069,4196,4127,4128,4088,4155,4041,3137,,36
07NOV2022,16/19:10:41-405,535,22956-68088-407-13,10,9,1,3114,4069,4196,4127,4128,4088,4155,4041,3137,,37
07NOV2022,17/17:37:44-221,465,22956-63264-221-4,8,8,1,3064,4007,4083,3132,3133,4013,4022,3019,,,38
07NOV2022,17/19:10: 4-223,553,22956-69354-223-3,8,8,1,3064,4007,4083,3132,3133,4013,4022,3019,,,39
07NOV2022,18/17:44: 8-407,473,22956-63804-407-7,10,10,0,1223,1868,1736,1721,1614,1903,1872,1568,1675,1227,40
07NOV2022,18/19:16:39-407,555,22956-69678-407-8,10,10,0,1223,1868,1736,1721,1614,1903,1872,1568,1675,1227,41
07NOV2022,19/17:46:11-223,481,22956-64164-223-4,8,8,0,1210,1531,1580,1658,1565,1811,1595,1206,,,42
07NOV2022,19/19:25:10-201,561,22956-70230-201-3,8,8,0,1210,1531,1580,1658,1565,1811,1595,1206,,,43
07NOV2022,2/16:41:27-423,417,22956-60204-423-7,10,10,0,1226,1541,1634,1701,1813,1510,1703,1625,1678,1220,44
07NOV2022,20/18: 1:18-115,43,20/18: 1:18-115,,10,0,327,1578,1699,1825,1504,1857,1714,1801,1573,421,45
07NOV2022,22956-21042-325-13,708,22956-21042-325-13,10,,,,,,,,,,,,,46
07NOV2022,22956-23088-403-13,730,22956-23088-403-13,10,,,,,,,,,,,,,47
07NOV2022,22956-23184-401-14,731,22956-23184-401-14,10,,,,,,,,,,,,,48
07NOV2022,22956-23316-513-11,735,22956-23316-513-11,10,,,,,,,,,,,,,49
07NOV2022,22956-23370-101-6,736,22956-23370-101-6,10,,,,,,,,,,,,,50
07NOV2022,22956-23664-121-5,743,22956-23664-121-5,10,,,,,,,,,,,,,51
07NOV2022,22956-24084-403-14,746,22956-24084-403-14,10,,,,,,,,,,,,,52
07NOV2022,22956-24516-403-8,754,22956-24516-403-8,10,,,,,,,,,,,,,53
07NOV2022,22956-27408-513-12,793,22956-27408-513-12,10,,,,,,,,,,,,,54
07NOV2022,22956-27900-119-6,800,22956-27900-119-6,10,,,,,,,,,,,,,55
07NOV2022,22956-38064-105-5,113,22956-38064-105-5,10,,,,,,,,,,,,,56
07NOV2022,22956-38964-215-4,126,22956-38964-215-4,8,,,,,,,,,,,,,57
07NOV2022,22956-43200-105-6,181,22956-43200-105-6,10,,,,,,,,,,,,,58
07NOV2022,22956-44916-501-11,204,22956-44916-501-11,10,,,,,,,,,,,,,59
07NOV2022,22956-46290-515-12,224,22956-46290-515-12,10,,,,,,,,,,,,,60
07NOV2022,22956-48864-105-5,259,22956-48864-105-5,10,,,,,,,,,,,,,61
07NOV2022,22956-50664-109-5,283,22956-50664-109-5,10,,,,,,,,,,,,,62
07NOV2022,22956-51342-301-1,292,22956-51342-301-1,10,,,,,,,,,,,,,63
07NOV2022,22956-52044-315-2,301,22956-52044-315-2,10,,,,,,,,,,,,,64
07NOV2022,22956-52416-417-8,307,22956-52416-417-8,10,,,,,,,,,,,,,65
07NOV2022,22956-52464-113-5,309,22956-52464-113-5,10,,,,,,,,,,,,,66
07NOV2022,22956-54000-105-6,328,22956-54000-105-6,10,,,,,,,,,,,,,67
07NOV2022,22956-54264-117-5,333,22956-54264-117-5,10,,,,,,,,,,,,,68
07NOV2022,22956-55164-203-4,346,22956-55164-203-4,8,,,,,,,,,,,,,69
07NOV2022,22956-55800-109-6,353,22956-55800-109-6,10,,,,,,,,,,,,,70
07NOV2022,22956-55854-217-3,356,22956-55854-217-3,8,,,,,,,,,,,,,71
07NOV2022,22956-56940-123-5,371,22956-56940-123-5,10,,,,,,,,,,,,,72
07NOV2022,22956-57444-301-2,376,22956-57444-301-2,10,,,,,,,,,,,,,73
07NOV2022,22956-57504-417-7,377,22956-57504-417-7,10,,,,,,,,,,,,,74
07NOV2022,22956-57600-113-6,380,22956-57600-113-6,10,,,,,,,,,,,,,75
07NOV2022,22956-57642-315-1,382,22956-57642-315-1,10,,,,,,,,,,,,,76
07NOV2022,22956-58416-511-11,393,22956-58416-511-11,10,,,,,,,,,,,,,77
07NOV2022,22956-58740-103-5,399,22956-58740-103-5,10,,,,,,,,,,,,,78
07NOV2022,22956-59400-117-6,407,22956-59400-117-6,10,,,,,,,,,,,,,79
