RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
09SEP2022,0/ 7:32:52-213,720,22897-27222-213-4,8,8,0,327,1572,1586,1881,1679,1685,1725,354,,,1
09SEP2022,0/ 9: 0:22-213,790,22897-32424-213-3,8,8,0,327,1572,1586,1881,1679,1685,1725,354,,,2
09SEP2022,1/ 7:40:15-423,727,22897-27744-423-7,10,10,1,3075,4236,4106,4112,4103,3090,4183,4237,4073,3153,3
09SEP2022,1/ 8:51:48-423,785,22897-32088-423-13,10,10,1,3075,4236,4106,4112,4103,3090,4183,4237,4073,3153,4
09SEP2022,1/ 9: 2:32-423,796,22897-32964-423-14,10,10,1,3075,4236,4106,4112,4103,3090,4183,4237,4073,3153,5
09SEP2022,1/ 9:16:14-423,803,22897-33378-423-8,10,10,1,3075,4236,4106,4112,4103,3090,4183,4237,4073,3153,6
09SEP2022,10/ 8:21:45-405,763,22897-30444-405-7,10,10,1,3031,4131,4228,4150,4070,4192,4155,4212,4008,3101,7
09SEP2022,10/ 9:37:17-405,821,22897-34788-405-13,10,10,1,3031,4131,4228,4150,4070,4192,4155,4212,4008,3101,8
09SEP2022,10/ 9:45:44-405,832,22897-35664-405-14,10,10,,,,,,,,,,,,9
09SEP2022,10/10: 0: 1-405,50,22897-36078-405-8,10,10,1,3031,4131,4228,4150,4070,4192,4155,4212,4008,3101,10
09SEP2022,100/13:50:29-401,238,22897-50244-401-7,10,10,1,3077,4107,4142,4113,3084,3151,4097,4104,4167,3127,11
09SEP2022,100/15:10:10-401,296,22897-54588-401-13,10,10,1,3077,4107,4142,4113,3084,3151,4097,4104,4167,3127,12
09SEP2022,100/15:17:19-401,307,22897-55464-401-14,10,10,1,3077,4107,4142,4113,3084,3151,4097,4104,4167,3127,13
09SEP2022,100/15:30:15-401,314,22897-55878-401-8,10,10,1,3077,4107,4142,4113,3084,3151,4097,4104,4167,3127,14
09SEP2022,102/14: 1: 2-217,243,22897-50622-217-4,8,8,0,406,1887,1616,1682,1556,1686,1509,309,,,15
09SEP2022,102/15:30:19-217,313,22897-55824-217-3,8,8,0,406,1887,1616,1682,1556,1686,1509,309,,,16
09SEP2022,104/14:11: 5-403,250,22897-51144-403-7,10,10,1,3051,4129,4012,4191,3098,3069,4078,4039,4045,3154,17
09SEP2022,104/15:21:40-403,308,22897-55488-403-13,10,10,1,3051,4129,4012,4191,3098,3069,4078,4039,4045,3154,18
09SEP2022,104/15:33:34-403,319,22897-56364-403-14,10,10,1,3051,4129,4012,4191,3098,3069,4078,4039,4045,3154,19
09SEP2022,104/15:46:26-403,326,22897-56778-403-8,10,10,1,3051,4129,4012,4191,3098,3069,4078,4039,4045,3154,20
