RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
11OCT2022,1,56/ 4:33:12-317,,,,,616
11OCT2022,2,54/ 4:38:35-109,,,,,594
11OCT2022,3,65/ 4:41:33-305,,,,,633
11OCT2022,4,62/ 4:35:17-315,54,19,27,28,621
11OCT2022,5,66/ 4:44:55-111,,,,,646
11OCT2022,6,73/ 4:50:59-203,,,,,706
11OCT2022,7,76/ 4:52:19-307,,,,,725
11OCT2022,8,95/ 5: 9:53-309,,,,,821
11OCT2022,9,117/ 5:27:22-311,,,,,45
11OCT2022,10,126/ 5:33:20-918,,,,,75
11OCT2022,11,107/ 5:23: 8-323,,,,,34
11OCT2022,12,131/ 5:41:17-325,,,,,103
11OCT2022,13,145/ 6:21:38-101,,,,,134
11OCT2022,14,153/ 6:40:59-103,,,,,151
11OCT2022,15,164/ 7: 7:44-107,,,,,185
11OCT2022,16,67/ 7:20: 2-104,,,,,656
11OCT2022,17,169/ 7:21:42-313,,,,,201
11OCT2022,18,58/ 7:43:38-108,,,,,619
11OCT2022,19,169/ 9:20:60-713,,,,,203
11OCT2022,20,204/ 9:48:36-918,,,,,261
11OCT2022,21,99/10:24:16-721,,,,,854
11OCT2022,22,212/10:26: 3-325,,,,,285
11OCT2022,23,217/10:47: 5-918,,,,,302
11OCT2022,24,131/10:48:13-725,,,,,107
11OCT2022,25,107/13:47:38-723,,,,,40
11OCT2022,26,265/14:16:52-965,,,,,442
11OCT2022,27,70/15:13:31-951,,,,,692
11OCT2022,28,145/15:54:41-101,,,,,141
11OCT2022,29,314/17:50:55-121,,,,,520
11OCT2022,30,326/18:21:27-311,,,,,534
11OCT2022,31,328/18:26:32-956,,,,,535
11OCT2022,32,84/18:30:16-120,,,,,776
11OCT2022,33,97/18:42:50-123,,,,,841
11OCT2022,34,117/18:45:50-711,,,,,54
11OCT2022,35,153/19:11:10-103,,,,,160
11OCT2022,36,85/19:25:57-105,,,,,787
11OCT2022,37,340/19:37:39-319,,,,,559
11OCT2022,38,343/19:46:13-956,,,,,564
11OCT2022,39,164/19:56: 6-109,,,,,194
11OCT2022,40,81/20: 6:58-719,,,,,761
11OCT2022,41,95/20: 3:49-309,,,,,831
11OCT2022,42,54/20: 9:13-111,,,,,605
11OCT2022,43,217/20:17:48-323,,,,,307
11OCT2022,44,337/20:32:54-209,,,,,555
11OCT2022,45,284/20:27:27-113,,,,,478
11OCT2022,46,62/20:49:36-315,,,,,631
11OCT2022,47,341/20:58:41-213,,,,,562
11OCT2022,48,72/21: 0:27-703,,,,,705
11OCT2022,49,65/21:13:45-305,,,,,644
11OCT2022,50,126/22:38:48-713,,,,,86
11OCT2022,51,365/22:51:47-603,,,,,578
11OCT2022,52,377/ 0:22:17-215,,,,,589
11OCT2022,53,355/ 0:37:55-303,,,,,572
11OCT2022,54,76/ 1: 2:26-307,,,,,724
11OCT2022,55,333/ 1:57:34-311,,,,,545
11OCT2022,56,212/ 2:16:50-325,,,,,284
11OCT2022,57,80/ 9:59:57-113,89,0,3,0,744
11OCT2022,58,81/ 9:59:44-319,407,227,195,163,755
11OCT2022,59,183/ 9:57:48-221,128,14,29,20,232
11OCT2022,60,22929-36216-405-8,,,,,343
11OCT2022,61,207/10: 1:57-209,78,0,6,4,279
11OCT2022,62,145/ 9:57:55-101,155,4,15,4,137
11OCT2022,63,87/10: 4:29-513,110,0,6,0,805
11OCT2022,64,191/10: 9:50-409,3,,0,0,240
11OCT2022,65,185/10: 3:27-407,5,,3,3,235
11OCT2022,66,76/10: 3:26-307,248,14,45,31,729
11OCT2022,67,22929-36804-419-7,,,,,344
11OCT2022,68,86/10: 5:28-503,122,0,5,0,792
11OCT2022,69,98/10:12:32-115,134,0,4,0,846
11OCT2022,70,204/10: 5:13-321,245,0,18,4,262
11OCT2022,71,187/10:15:50-223,99,0,5,2,238
11OCT2022,72,185/10:18:14-407,166,41,28,25,236
11OCT2022,73,153/10:18:57-103,203,31,34,22,154
11OCT2022,74,211/10:16:34-211,107,53,60,54,281
11OCT2022,75,177/10:21:26-515,140,0,5,0,214
11OCT2022,76,196/10:24:50-411,3,,3,2,246
11OCT2022,77,191/10:17:23-409,2,,0,0,241
11OCT2022,78,95/10:27: 2-309,237,16,22,12,825
11OCT2022,79,213/10:25:57-421,196,29,46,36,296
11OCT2022,80,105/10:23:28-505,101,0,0,0,13
11OCT2022,81,106/10:29:57-117,109,8,6,0,28
11OCT2022,82,107/10:29:14-323,439,223,257,231,38
11OCT2022,83,194/10:30:51-201,95,0,5,3,244
11OCT2022,84,191/10:35:10-409,158,4,9,6,242
11OCT2022,85,214/10:32: 6-213,80,0,3,1,300
11OCT2022,86,85/10:34:21-105,135,77,82,77,781
11OCT2022,87,125/10:36:41-517,89,0,7,3,64
11OCT2022,88,199/10:39:50-413,0,,0,0,252
