RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
11AUG2022,22868-18714-317-2,640,22868-18714-317-2,10,,,,,,,,,,,,,1
11AUG2022,22868-20586-517-12,663,22868-20586-517-12,10,,,,,,,,,,,,,2
11AUG2022,22868-20970-323-13,667,22868-20970-323-13,10,,,,,,,,,,,,,3
11AUG2022,22868-21414-323-2,671,22868-21414-323-2,10,,,,,,,,,,,,,4
11AUG2022,22868-25602-517-11,726,22868-25602-517-11,10,,,,,,,,,,,,,5
11AUG2022,22868-26688-411-13,742,22868-26688-411-13,10,,,,,,,,,,,,,6
11AUG2022,22868-27000-323-1,746,22868-27000-323-1,10,,,,,,,,,,,,,7
11AUG2022,22868-29586-517-12,781,22868-29586-517-12,10,,,,,,,,,,,,,8
11AUG2022,22868-31500-307-1,807,22868-31500-307-1,10,,,,,,,,,,,,,9
11AUG2022,22868-34014-325-2,840,22868-34014-325-2,10,,,,,,,,,,,,,10
11AUG2022,22868-35502-519-11,859,22868-35502-519-11,10,,,,,,,,,,,,,11
11AUG2022,22868-37614-307-2,91,22868-37614-307-2,10,,,,,,,,,,,,,12
11AUG2022,22868-38286-115-6,99,22868-38286-115-6,10,,,,,,,,,,,,,13
11AUG2022,22868-38778-411-8,109,22868-38778-411-8,10,,,,,,,,,,,,,14
11AUG2022,22868-39264-413-14,114,22868-39264-413-14,10,,,,,,,,,,,,,15
11AUG2022,22868-39486-519-12,118,22868-39486-519-12,10,,,,,,,,,,,,,16
11AUG2022,22868-39600-325-1,119,22868-39600-325-1,10,,,,,,,,,,,,,17
11AUG2022,22868-40164-415-14,126,22868-40164-415-14,10,,,,,,,,,,,,,18
11AUG2022,22868-40188-417-13,127,22868-40188-417-13,10,,,,,,,,,,,,,19
11AUG2022,22868-43752-115-5,173,22868-43752-115-5,10,,,,,,,,,,,,,20
11AUG2022,22868-43764-423-14,174,22868-43764-423-14,10,,,,,,,,,,,,,21
11AUG2022,22868-44502-519-11,183,22868-44502-519-11,10,,,,,,,,,,,,,22
11AUG2022,22868-45714-325-2,201,22868-45714-325-2,10,,,,,,,,,,,,,23
11AUG2022,22868-50052-105-5,258,22868-50052-105-5,10,,,,,,,,,,,,,24
11AUG2022,22868-51300-325-1,276,22868-51300-325-1,10,,,,,,,,,,,,,25
11AUG2022,22868-51852-109-5,283,22868-51852-109-5,10,,,,,,,,,,,,,26
11AUG2022,22868-53652-113-5,307,22868-53652-113-5,10,,,,,,,,,,,,,27
11AUG2022,22868-54714-319-2,322,22868-54714-319-2,10,,,,,,,,,,,,,28
11AUG2022,22868-55386-105-6,330,22868-55386-105-6,10,,,,,,,,,,,,,29
11AUG2022,22868-56514-323-2,346,22868-56514-323-2,10,,,,,,,,,,,,,30
11AUG2022,22868-57186-109-6,354,22868-57186-109-6,10,,,,,,,,,,,,,31
11AUG2022,22868-57252-121-5,355,22868-57252-121-5,10,,,,,,,,,,,,,32
11AUG2022,22868-57444-417-7,359,22868-57444-417-7,10,,,,,,,,,,,,,33
11AUG2022,22868-57822-209-4,365,22868-57822-209-4,8,,,,,,,,,,,,,34
11AUG2022,22868-58986-113-6,379,22868-58986-113-6,10,,,,,,,,,,,,,35
11AUG2022,22868-59622-213-4,390,22868-59622-213-4,8,,,,,,,,,,,,,36
11AUG2022,22868-59802-513-11,392,22868-59802-513-11,10,,,,,,,,,,,,,37
11AUG2022,22868-60300-319-1,400,22868-60300-319-1,10,,,,,,,,,,,,,38
11AUG2022,22868-60852-105-5,406,22868-60852-105-5,10,,,,,,,,,,,,,39
11AUG2022,22868-61788-417-13,420,22868-61788-417-13,10,,,,,,,,,,,,,40
11AUG2022,22868-62100-323-1,424,22868-62100-323-1,10,,,,,,,,,,,,,41
11AUG2022,22868-62586-121-6,429,22868-62586-121-6,10,,,,,,,,,,,,,42
11AUG2022,22868-62652-109-5,430,22868-62652-109-5,10,,,,,,,,,,,,,43
