RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
06NOV2022,22955-75594-305-2,283,22955-75594-305-2,10,,,,,,,,,,,,,1
06NOV2022,22955-80250-201-3,304,22955-80250-201-3,8,,,,,,,,,,,,,2
06NOV2022,22955-80994-311-2,309,22955-80994-311-2,10,,,,,,,,,,,,,3
06NOV2022,22955-81084-313-14,312,22955-81084-313-14,10,,,,,,,,,,,,,4
06NOV2022,22955-82362-313-13,315,22955-82362-313-13,10,,,,,,,,,,,,,5
06NOV2022,22955-85842-201-4,331,22955-85842-201-4,8,,,,,,,,,,,,,6
06NOV2022,22955-88284-307-14,341,22955-88284-307-14,10,,,,,,,,,,,,,7
06NOV2022,22955-90084-309-14,342,22955-90084-309-14,10,,,,,,,,,,,,,8
06NOV2022,359/ 7:33:52-203,351,22955-27954-203-3,8,10,0,1195,1722,1716,1688,1715,1527,1260,,,,9
06NOV2022,360/ 7:36:59-309,353,22955-28236-309-13,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,10
06NOV2022,360/ 7:55:28-309,354,22955-28644-309-2,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,11
06NOV2022,360/ 9:27:22-309,392,22955-34242-309-1,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,12
06NOV2022,360/11:15:19-309,68,22955-41244-309-2,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,13
06NOV2022,360/13: 2:47-309,105,22955-46842-309-1,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,14
06NOV2022,360/14:50:30-309,152,22955-53844-309-2,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,15
06NOV2022,360/16:28:42-309,189,22955-59442-309-1,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,16
06NOV2022,360/18:14:12-309,236,22955-66444-309-2,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,17
06NOV2022,360/20: 7:40-309,269,22955-72000-309-1,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,18
06NOV2022,360/21:35:45-309,292,22955-77424-309-14,10,10,1,3018,4242,4042,4252,4132,4157,4134,4015,4075,3108,19
06NOV2022,362/ 7: 9:35-307,1,362/ 7: 9:35-307,,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,20
06NOV2022,362/ 7:13: 4-307,345,22955-26844-307-2,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,21
06NOV2022,362/ 8:58:46-307,380,22955-32442-307-1,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,22
06NOV2022,362/10:43:11-307,56,22955-39444-307-2,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,23
06NOV2022,362/12:31:30-307,93,22955-45042-307-1,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,24
06NOV2022,362/14:12:53-307,140,22955-52044-307-2,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,25
06NOV2022,362/15:59: 5-307,177,22955-57642-307-1,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,26
06NOV2022,362/17:45:17-307,224,22955-64644-307-2,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,27
06NOV2022,362/19:33:46-307,259,22955-70242-307-1,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,28
06NOV2022,362/21: 5:51-307,286,22955-75696-307-14,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,29
06NOV2022,362/21:15:17-307,289,22955-76962-307-13,10,10,0,1252,1879,1826,1910,1536,1695,1894,1717,1574,391,30
06NOV2022,363/ 0:16:45-311,337,22955-87054-311-1,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,31
06NOV2022,363/ 2: 2:51-311,32,363/ 2: 2:51-311,,10,,,,,,,,,,,,32
06NOV2022,363/ 8:12:31-311,366,22955-30036-311-13,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,33
06NOV2022,363/ 8:27:10-311,367,22955-30444-311-2,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,34
06NOV2022,363/ 9:57:16-311,33,22955-36042-311-1,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,35
06NOV2022,363/11:43:17-311,80,22955-43044-311-2,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,36
06NOV2022,363/13:32: 4-311,117,22955-48642-311-1,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,37
06NOV2022,363/15:15:14-311,164,22955-55644-311-2,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,38
06NOV2022,363/16:58:48-311,201,22955-61242-311-1,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,39
06NOV2022,363/18:44:14-311,248,22955-68244-311-2,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,40
06NOV2022,363/20:32: 3-311,275,22955-73800-311-1,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,41
06NOV2022,363/22:18:53-311,301,22955-79224-311-14,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,42
06NOV2022,363/22:23:33-311,306,22955-80562-311-13,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,43
06NOV2022,363/22:28:25-311,308,22955-80994-311-2,10,10,1,3051,4186,4129,4214,3031,3115,4171,4029,4079,3089,44
06NOV2022,364/ 7:54:37-411,361,22955-29406-411-8,10,10,0,1264,1623,1631,1670,1633,1650,1706,1816,1505,1253,45
06NOV2022,369/ 8:45: 6-313,6,369/ 8:45: 6-313,,10,0,322,1892,1702,1772,394,1589,1519,1662,1761,1274,46
06NOV2022,369/ 8:51:27-313,379,22955-32244-313-2,10,10,0,322,1892,1702,1772,394,1589,1519,1662,1761,1274,47
06NOV2022,369/10:36:50-713,9,369/10:36:50-713,,10,0,322,1892,1702,1772,394,1589,1519,1662,1761,1274,48
06NOV2022,370/ 6:52:58-953,5,370/ 6:52:58-953,,10,,,,,,,,,,,,49
06NOV2022,388/ 6:55: 5-501,343,22955-25656-501-11,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,50
06NOV2022,388/ 8:14:26-501,362,22955-29670-501-12,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,51
06NOV2022,388/ 9:20: 6-501,397,22955-34656-501-11,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,52
06NOV2022,388/10:43: 5-501,53,22955-38670-501-12,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,53
06NOV2022,388/11:49:19-501,86,22955-43656-501-11,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,54
06NOV2022,388/13:14:26-501,113,22955-47670-501-12,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,55
06NOV2022,388/14:20: 4-501,146,22955-52656-501-11,10,9,0,380,1732,1521,1599,1884,1873,1834,1517,385,,56
06NOV2022,414/ 0: 1:21-507,333,22955-86076-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,57
06NOV2022,414/ 7: 9:25-507,344,22955-26070-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,58
06NOV2022,414/ 8:19:30-507,373,22955-31056-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,59
06NOV2022,414/ 9:44:27-507,400,22955-35070-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,60
06NOV2022,414/11: 2:27-507,62,22955-40056-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,61
06NOV2022,414/12:14:26-507,89,22955-44070-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,62
06NOV2022,414/13:20:15-507,122,22955-49056-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,63
06NOV2022,414/14:44:35-507,149,22955-53070-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,64
06NOV2022,414/15:50:25-507,182,22955-58056-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,65
06NOV2022,414/17:14:31-507,209,22955-62070-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,66
06NOV2022,414/18:20: 5-507,242,22955-67056-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,67
06NOV2022,414/19:41:43-507,265,22955-71490-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,68
06NOV2022,414/21: 7: 8-507,290,22955-77016-507-11,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,69
06NOV2022,414/22:40:51-507,310,22955-81012-507-12,10,9,1,3007,4162,4120,3083,3103,4189,4213,4064,3063,,70
06NOV2022,416/ 7:20:45-503,347,22955-27456-503-11,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,71
06NOV2022,416/ 8:44:27-503,376,22955-31470-503-12,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,72
06NOV2022,416/ 9:50:27-503,38,22955-36456-503-11,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,73
06NOV2022,416/11:14:26-503,65,22955-40470-503-12,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,74
06NOV2022,416/12:20:23-503,98,22955-45456-503-11,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,75
06NOV2022,416/13:43:27-503,125,22955-49470-503-12,10,9,0,1244,1507,1588,1563,1750,1564,1620,1909,359,,76
06NOV2022,416/15: 4:18-503,158,22955-54456-503-11,10,9,0,359,1909,1620,1564,1750,1563,1588,1507,1244,,77
06NOV2022,417/ 7:37:35-101,2,417/ 7:37:35-101,,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,78
06NOV2022,417/ 8: 0:16-101,356,22955-28920-101-5,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,79
06NOV2022,417/ 9:31:56-101,394,22955-34320-101-6,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,80
06NOV2022,417/11: 1:57-101,58,22955-39720-101-5,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,81
06NOV2022,417/12:31:56-101,95,22955-45120-101-6,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,82
06NOV2022,417/14: 1:56-101,130,22955-50520-101-5,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,83
06NOV2022,417/15:26:33-101,167,22955-55920-101-6,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,84
06NOV2022,417/16:58:12-101,202,22955-61320-101-5,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,85
06NOV2022,417/18:29:14-101,239,22955-66720-101-6,10,10,0,1243,1689,1587,1751,1858,1906,1686,1539,1586,1245,86
06NOV2022,418/ 7:32:16-401,346,22955-27162-401-7,10,10,0,1223,1868,1736,1721,1614,1903,1872,1554,1675,1227,87
06NOV2022,418/ 8:44: 8-401,375,22955-31446-401-13,10,10,0,1223,1868,1736,1721,1614,1903,1872,1554,1675,1227,88
06NOV2022,418/ 8:49:35-401,384,22955-32634-401-14,10,10,,,,,,,,,,,,89
