RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
04OCT2022,10/15: 2:16-513,308,22922-54408-513-12,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,1
04OCT2022,10/16:23:33-513,375,22922-59316-513-11,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,2
04OCT2022,10/17:36:24-513,433,22922-63408-513-12,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,3
04OCT2022,10/18:51:44-513,497,22922-68316-513-11,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,4
04OCT2022,10/20: 7:48-513,542,22922-72492-513-12,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,5
04OCT2022,10/21:23:31-513,569,22922-77916-513-11,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,6
04OCT2022,10/22:45:10-513,586,22922-81912-513-12,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,7
04OCT2022,10/23:54: 2-513,607,22922-86436-513-11,10,9,0,303,1550,1545,1839,1599,1865,1566,1729,333,,8
04OCT2022,102/18: 1:15-201,456,22922-65064-201-4,8,8,0,1258,1506,1712,1722,1505,1836,1532,1266,,,9
04OCT2022,102/19:29:13-201,520,22922-70230-201-3,8,8,0,1258,1506,1712,1722,1505,1836,1532,1266,,,10
04OCT2022,106/18: 7:27-411,462,22922-65604-411-7,10,10,0,1241,1809,1678,1627,1654,1527,1706,1684,1619,1195,11
04OCT2022,106/19:25:51-411,516,22922-69948-411-13,10,10,0,1241,1809,1678,1627,1654,1527,1706,1684,1619,1195,12
04OCT2022,106/19:33:34-411,526,22922-70938-411-14,10,10,0,1241,1809,1678,1627,1654,1527,1706,1684,1619,1195,13
04OCT2022,106/19:49:23-411,532,22922-71490-411-8,10,10,0,1241,1809,1678,1627,1654,1527,1706,1684,1619,1195,14
04OCT2022,109/18:17: 1-203,469,22922-65964-203-4,8,8,1,3123,4216,4116,3001,3024,4101,4230,3096,,,15
04OCT2022,109/19:42:48-203,530,22922-71256-203-3,8,8,1,3123,4216,4116,3001,3024,4101,4230,3096,,,16
04OCT2022,111/18:26: 8-413,474,22922-66504-413-7,10,10,0,1275,1601,1645,1877,1681,1593,1553,1899,1611,1253,17
04OCT2022,111/19:42: 6-413,525,22922-70848-413-13,10,10,0,1275,1601,1645,1877,1681,1593,1553,1899,1611,1253,18
04OCT2022,111/19:56:37-413,536,22922-71814-413-14,10,10,0,1275,1601,1645,1877,1681,1593,1553,1899,1611,1253,19
04OCT2022,111/20: 3:45-413,540,22922-72246-413-8,10,10,0,1275,1601,1645,1877,1681,1593,1553,1899,1611,1253,20
04OCT2022,113/18:32:16-205,481,22922-66864-205-4,8,8,0,343,1724,1847,1530,1562,1888,1584,385,,,21
04OCT2022,113/19:58:10-205,539,22922-72150-205-3,8,8,0,343,1724,1847,1530,1562,1888,1584,385,,,22
04OCT2022,114/18:37:43-415,486,22922-67404-415-7,10,10,0,1227,1560,1541,1833,1657,1575,1868,1629,1675,1264,23
04OCT2022,114/19:54:30-415,535,22922-71748-415-13,10,10,0,1227,1560,1541,1833,1657,1575,1868,1629,1675,1264,24
04OCT2022,114/20:10:39-415,544,22922-72852-415-14,10,10,0,1227,1560,1541,1833,1657,1575,1868,1629,1675,1264,25
