RevDate,RK,SRK,Rt,STrain,Train,SOr,SDe,Or,De,TN,RR,Dir,Loc,LLoc,DO,DC,SDO,SDC,DO1,DC1,SDO1,SDC1,LRD,DD,PLe,Delay,Note,Del,PDO,PDC,EOL,TS,ind,Code
08OCT2022,1,530/ 5:35: 8-303,770,,303,"","",C60,C80,1,1,1,C60,"",05:35,05:35,"","",20126,20126,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,1,""
08OCT2022,1,530/ 5:35: 8-303,770,,303,"","",C60,C80,1,1,1,C70,C60,05:38,05:38,"","",20301,20301,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,2,""
08OCT2022,1,530/ 5:35: 8-303,770,,303,"","",C60,C80,1,1,1,C80,C70,05:43,05:43,"","",20603,20603,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,3,""
08OCT2022,2,529/ 5:35:25-101,190,,101,"","",A80,S50,1,1,1,A80,"",05:35,05:35,"","",20140,20140,,,0,0,2,0,"",0,0,0,,09OCT1922:11:25:21.000000,4,""
08OCT2022,2,529/ 5:35:25-101,190,,101,"","",A80,S50,1,1,1,A90,A80,05:39,05:39,"","",20395,20395,,,0,0,2,0,"",0,0,0,,09OCT1922:11:25:21.000000,5,""
08OCT2022,2,529/ 5:35:25-101,190,,101,"","",A80,S50,1,1,1,S20,A90,05:45,05:45,"","",20709,20709,,,0,0,2,0,"",0,0,0,,09OCT1922:11:25:21.000000,6,""
08OCT2022,2,529/ 5:35:25-101,190,,101,"","",A80,S50,1,1,1,S40,S20,05:52,05:52,"","",21138,21138,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,7,""
08OCT2022,2,529/ 5:35:25-101,190,,101,"","",A80,S50,1,1,1,S50,S40,05:55,05:55,"","",21321,21321,,,0,0,2,0,"",0,0,0,,09OCT1922:11:25:21.000000,8,""
08OCT2022,3,544/ 5:49:11-305,770,,305,"","",C60,C88,1,1,1,C60,"",05:49,05:49,"","",20969,20969,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,9,""
08OCT2022,3,544/ 5:49:11-305,770,,305,"","",C60,C88,1,1,1,C70,C60,05:52,05:52,"","",21145,21145,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,10,""
08OCT2022,3,544/ 5:49:11-305,770,,305,"","",C60,C88,1,1,1,C80,C70,05:59,05:59,"","",21562,21562,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,11,""
08OCT2022,3,544/ 5:49:11-305,770,,305,"","",C60,C88,2,-1,1,C88,C80,06:01,06:01,"","",21685,21685,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,12,""
08OCT2022,4,555/ 6: 4:10-307,770,,307,"","",C60,C80,1,1,1,C60,"",06:04,06:04,"","",21868,21868,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,13,""
08OCT2022,4,555/ 6: 4:10-307,770,,307,"","",C60,C80,1,1,1,C70,C60,06:07,06:07,"","",22043,22043,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,14,""
08OCT2022,4,555/ 6: 4:10-307,770,,307,"","",C60,C80,2,-1,1,C80,C70,06:13,06:13,"","",22391,22391,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,15,""
08OCT2022,5,561/ 6:17:20-309,770,,309,"","",C60,C88,1,1,1,C60,"",06:17,06:17,"","",22657,22657,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,16,""
08OCT2022,5,561/ 6:17:20-309,770,,309,"","",C60,C88,1,1,1,C70,C60,06:20,06:20,"","",22832,22832,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,17,""
08OCT2022,5,561/ 6:17:20-309,770,,309,"","",C60,C88,1,1,1,C80,C70,06:28,06:28,"","",23305,23305,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,18,""
08OCT2022,5,561/ 6:17:20-309,770,,309,"","",C60,C88,2,-1,1,C88,C80,06:30,06:30,"","",23400,23400,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,19,""
08OCT2022,6,565/ 6:22:60-918,770,,918,"","",C60,C80,1,1,1,C60,"",06:23,06:23,"","",22998,22998,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,20,""
08OCT2022,6,565/ 6:22:60-918,770,,918,"","",C60,C80,1,1,1,C70,C60,06:26,06:26,"","",23180,23180,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,21,""
08OCT2022,6,565/ 6:22:60-918,770,,918,"","",C60,C80,1,1,1,C80,C70,06:31,06:31,"","",23514,23514,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,22,""
08OCT2022,7,572/ 6:29:53-311,770,,311,"","",C60,C80,1,1,1,C60,"",06:30,06:30,"","",23411,23411,,,0,0,4,0,"",0,0,0,,09OCT1922:11:25:21.000000,23,""
08OCT2022,7,572/ 6:29:53-311,770,,311,"","",C60,C80,1,1,1,C70,C60,06:33,06:33,"","",23587,23587,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,24,""
08OCT2022,7,572/ 6:29:53-311,770,,311,"","",C60,C80,2,-1,1,C80,C70,06:40,06:40,"","",24006,24006,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,25,""
08OCT2022,8,578/ 6:45:29-323,2,,323,"","",Y10,C80,3,-1,2,Y10,"",06:46,06:46,"","",24379,24379,,,0,0,2,0,"",0,0,0,287,09OCT1922:11:25:21.000000,26,""
08OCT2022,8,578/ 6:45:29-323,2,,323,"","",Y10,C80,2,1,2,W30,Y10,06:49,06:49,"","",24567,24567,,,0,0,0,0,"",0,0,0,287,09OCT1922:11:25:21.000000,27,""
08OCT2022,8,578/ 6:45:29-323,2,,323,"","",Y10,C80,2,1,2,W20,W30,06:51,06:51,"","",24704,24704,,,0,0,2,0,"",0,0,0,287,09OCT1922:11:25:21.000000,28,""
08OCT2022,8,578/ 6:45:29-323,2,,323,"","",Y10,C80,2,1,2,W10,W20,06:54,06:54,"","",24851,24851,,,0,0,2,0,"",0,0,0,287,09OCT1922:11:25:21.000000,29,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M90,W10,06:59,06:59,06:57,06:57,25143,25143,25026,25026,117,0,2,117,"",0,0,10,287,09OCT1922:11:25:21.000000,30,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M80,M90,07:02,07:02,07:00,07:00,25326,25345,25230,25248,-21,1,2,-20,"",0,10,17,287,09OCT1922:11:25:21.000000,31,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M70,M80,07:04,07:04,07:02,07:03,25459,25478,25368,25386,-6,1,2,-5,"",0,17,19,287,09OCT1922:11:25:21.000000,32,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M60,M70,07:06,07:07,07:05,07:05,25618,25636,25530,25548,-4,0,2,-4,"",0,19,19,287,09OCT1922:11:25:21.000000,33,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M50,M60,07:08,07:09,07:07,07:07,25731,25752,25650,25674,-7,-3,2,-10,"",0,19,20,287,09OCT1922:11:25:21.000000,34,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M40,M50,07:11,07:11,07:09,07:10,25865,25885,25794,25818,-7,-4,2,-11,"",0,20,23,287,09OCT1922:11:25:21.000000,35,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M30,M40,07:12,07:13,07:11,07:12,25959,25981,25890,25920,2,-8,2,-6,"",0,23,19,287,09OCT1922:11:25:21.000000,36,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M20,M30,07:14,07:14,07:13,07:13,26055,26080,25986,26016,8,-5,2,3,"",0,19,19,287,09OCT1922:11:25:21.000000,37,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M16,M20,07:15,07:16,07:14,07:15,26142,26167,26082,26118,-4,-11,2,-15,"",0,19,17,287,09OCT1922:11:25:21.000000,38,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,1,2,M10,M16,07:22,07:23,07:21,07:22,26568,26586,26508,26544,11,-18,2,-7,"",0,17,17,287,09OCT1922:11:25:21.000000,39,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,3,1,1,K10,M10,07:26,07:27,07:25,07:26,26778,26827,26748,26778,-12,19,2,7,"",0,17,16,287,09OCT1922:11:25:21.000000,40,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,3,1,1,K20,K10,07:28,07:29,07:27,07:28,26888,26947,26838,26892,1,5,4,6,"",0,16,18,287,09OCT1922:11:25:21.000000,41,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,3,1,1,K30,K20,07:32,07:32,07:31,07:31,27139,27158,27078,27102,6,-5,4,1,"",0,18,17,287,09OCT1922:11:25:21.000000,42,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C10,K30,07:35,07:35,07:34,07:34,27307,27343,27240,27264,11,12,4,23,"",0,17,18,287,09OCT1922:11:25:21.000000,43,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C20,C10,07:40,07:40,07:39,07:39,27628,27659,27564,27582,-15,13,2,-2,"",0,18,18,287,09OCT1922:11:25:21.000000,44,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C30,C20,07:45,07:45,07:44,07:44,27919,27945,27846,27864,-4,8,2,4,"",0,18,18,287,09OCT1922:11:25:21.000000,45,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C40,C30,07:49,07:50,07:48,07:49,28190,28213,28116,28140,-7,-1,2,-8,"",0,18,13,287,09OCT1922:11:25:21.000000,46,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C50,C40,07:52,07:52,07:51,07:51,28355,28374,28284,28308,-2,-5,2,-7,"",0,13,8,287,09OCT1922:11:25:21.000000,47,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C60,C50,08:01,08:01,07:56,07:57,28873,28896,28596,28620,211,-1,4,210,"",0,8,4,287,09OCT1922:11:25:21.000000,48,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,1,1,1,C70,C60,08:04,08:05,08:00,08:00,29088,29111,28806,28824,6,5,4,11,"",0,4,3,287,09OCT1922:11:25:21.000000,49,""
08OCT2022,8,22926-25026-323-2,2,323,323,M90,C80,Y10,C80,2,-1,1,C80,C70,08:11,08:11,08:06,08:06,29477,29477,29190,29190,0,0,0,0,"",0,3,0,287,09OCT1922:11:25:21.000000,50,""
08OCT2022,9,579/ 6:45:45-325,340,,325,"","",W40,Y10,1,-1,2,W40,"",06:46,06:46,"","",24399,24399,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,51,""
08OCT2022,9,579/ 6:45:45-325,340,,325,"","",W40,Y10,1,1,1,Y10,W40,06:58,06:58,"","",25096,25096,,,0,0,6,0,"",0,0,0,,09OCT1922:11:25:21.000000,52,""
08OCT2022,10,586/ 7:14:42-955,910,,955,"","",S40,A80,2,1,2,S40,S50,07:19,07:19,"","",26361,26361,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,53,""
08OCT2022,10,586/ 7:14:42-955,910,,955,"","",S40,A80,2,1,2,S20,S40,07:26,07:26,"","",26768,26768,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,54,""
08OCT2022,10,586/ 7:14:42-955,910,,955,"","",S40,A80,2,1,2,A90,S20,07:31,07:31,"","",27084,27084,,,0,0,0,0,"",0,0,0,,09OCT1922:11:25:21.000000,55,""
