RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
02NOV2022,1,482/ 4:37:34-109,,,,,70
02NOV2022,2,486/ 4:38:60-317,,,,,94
02NOV2022,3,487/ 4:41: 9-305,,,,,100
02NOV2022,4,486/ 4:45:36-315,67,25,31,31,96
02NOV2022,5,493/ 4:50:57-111,,,,,123
02NOV2022,6,495/ 4:53:13-203,,,,,146
02NOV2022,7,502/ 4:58:42-307,,,,,192
02NOV2022,8,516/ 5:10:20-309,,,,,250
02NOV2022,9,530/ 5:27:40-311,,,,,326
02NOV2022,10,536/ 5:31:22-918,,,,,362
02NOV2022,11,528/ 5:27:26-323,,,,,316
02NOV2022,12,541/ 5:41:31-325,,,,,410
02NOV2022,13,569/ 7:22:33-313,,,,,487
02NOV2022,14,570/ 7:28:51-205,,,,,490
02NOV2022,15,578/ 7:56:57-113,,,,,508
02NOV2022,16,560/ 8: 7:23-605,,,,,463
02NOV2022,17,487/ 8:14:25-705,,,,,103
02NOV2022,18,598/ 8:46:33-918,,,,,537
02NOV2022,19,600/ 8:48:39-313,,,,,546
02NOV2022,20,501/ 8:37:13-114,,,,,191
02NOV2022,21,569/ 9:15:55-713,,,,,489
02NOV2022,22,486/ 9:30:23-715,,,,,99
02NOV2022,23,618/ 9:54:56-918,,,,,586
02NOV2022,24,627/10:32:44-118,,,,,604
02NOV2022,25,662/11:54: 5-215,,,,,634
02NOV2022,26,498/13: 9: 5-717,,,,,176
02NOV2022,27,508/13:34:21-105,,,,,219
02NOV2022,28,493/14:18: 3-605,,,,,130
02NOV2022,29,731/14:32:21-307,,,,,709
02NOV2022,30,482/14: 7:30-109,186,49,26,20,78
02NOV2022,31,502/15:11:48-707,,,,,199
02NOV2022,32,780/16: 9:33-319,,,,,762
02NOV2022,33,510/16:37:32-719,,,,,228
02NOV2022,34,524/18:47:16-123,,,,,302
02NOV2022,35,530/18:47: 3-711,,,,,335
02NOV2022,36,734/18:54:51-101,,,,,718
02NOV2022,37,840/19:11:41-918,,,,,828
02NOV2022,38,564/19:11: 5-103,,,,,478
02NOV2022,39,845/19:42:12-207,,,,,835
02NOV2022,40,811/19:43:10-403,143,52,123,78,798
02NOV2022,41,516/20: 6:42-309,,,,,260
02NOV2022,42,521/20:11:33-721,,,,,288
02NOV2022,43,836/20:19:34-607,,,,,824
02NOV2022,44,683/20:18:26-111,,,,,657
02NOV2022,45,838/20:30: 5-209,,,,,827
02NOV2022,46,520/20:46: 1-115,,,,,277
