DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,34/15:52:28-709,709,10,770,15:55:16,15:55:16,C88,C60,"",0,0,0,0,0,0,C88,"",0,0,2,1,3079,4160,4170,4009,3056,3130,4132,4025,4018,3049,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,34/15:52:28-709,"",0,0,1,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,34/15:52:28-709,709,10,770,15:59:39,15:59:39,C88,C60,"",0,0,0,0,0,0,C80,C88,0,0,2,1,3079,4160,4170,4009,3056,3130,4132,4025,4018,3049,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,34/15:52:28-709,"",0,0,1,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,34/15:52:28-709,709,10,770,16:05:14,16:05:14,C88,C60,"",0,0,0,0,0,0,C70,C80,0,0,2,1,3079,4160,4170,4009,3056,3130,4132,4025,4018,3049,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,34/15:52:28-709,"",0,0,1,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,34/15:52:28-709,709,10,770,16:07:27,16:07:27,C88,C60,"",0,0,0,0,0,0,C60,C70,0,0,2,1,3079,4160,4170,4009,3056,3130,4132,4025,4018,3049,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,34/15:52:28-709,"",0,0,1,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,17:57:44,17:58:08,L30,M90,17:09:30,62,33,62,33,0,0,M30,M20,14,3,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,122,0,0,0,2,122,151,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,17:59:15,17:59:41,L30,M90,17:09:30,5,9,5,9,0,0,M40,M30,0,0,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,151,0,0,0,2,151,147,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,18:01:35,18:02:15,L30,M90,17:09:30,7,41,7,41,0,0,M50,M40,3,2,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,147,0,0,0,2,147,113,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,18:03:48,18:03:48,L30,M90,17:09:30,0,0,0,0,0,0,M60,M50,0,0,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,113,0,0,0,2,113,113,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,18:11:48,18:12:07,L30,M90,17:09:30,2,13,2,13,0,0,M70,M60,0,0,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,113,0,0,0,2,113,102,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
Sunday,28AUG2022,29AUG1922:05:24:11.000000,21AUG2022,ST,"",,,,,"","","","","",,,,"",,,,,,,43/17: 2:35-501,501,10,11,18:14:03,18:14:28,L30,M90,17:09:30,0,46,0,65,19,0,M80,M70,0,0,1,1,449,1864,1832,1730,1599,1769,1763,1876,1677,387,0,102,0,0,0,2,102,37,"",1,,,,,Blue,43/17: 2:35-501,"",0,0,0,
