DayType,RevDate,TS,SchDate,SchCode,SDispatch,STrain,SRoute,SLength,RunOrder,SOrigin,SDest,SDO,SDC,LastStation,LinkMiles,RunTime,Dwell,Key,Order,TotalRunTime,TotalDwell,RemainingDwell,RemainingRunTime,RemainingRecoveryTime,RUNKEY,Train,Length,Route,DO,DC,Origin,Dest,SDisp,GateEntries,GateExits,TrainEntries,TrainExits,TransfersOff,TransfersOn,Location,LastLoc,OnePassups,MultiPassups,TrackNumber,ReverseRun,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,NoService,Flow,LinkRunDelay,Lateness,DwellDelay,PL,TotalPatronsDO,TotalPatronsDC,Destination,Dir,Exits,HPOT,LPOT,UPOT,Color,SRK,ScheduleNote,Delay,Delayed,FOTF,EOL
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:11:46,16:11:46,R60,K30,"",0,0,0,0,0,0,R60,"",0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:14:44,16:14:44,R60,K30,"",0,0,0,0,0,0,R50,R60,0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,5,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:18:54,16:18:54,R60,K30,"",0,0,0,0,0,0,R40,R50,0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:21:44,16:21:44,R60,K30,"",0,0,0,0,0,0,R30,R40,0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:23:30,16:23:30,R60,K30,"",0,0,0,0,0,0,R20,R30,0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:25:13,16:25:13,R60,K30,"",0,0,0,0,0,0,R10,R20,0,0,2,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:11:25-955,955,10,650,16:27:24,16:27:24,R60,K30,"",0,0,0,0,0,0,K30,R10,0,0,4,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,6/16:11:25-955,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,16:55:58,16:55:58,K30,R60,"",1,0,3,0,0,2,K30,"",0,0,3,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,0,0,0,0,4,0,3,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,16:59:15,16:59:45,K30,R60,"",1,0,1,0,0,0,R10,K30,0,0,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,3,0,0,0,2,3,4,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,17:03:09,17:03:55,K30,R60,"",23,0,23,0,0,0,R20,R10,3,1,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,4,0,0,0,2,4,27,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,17:07:06,17:07:45,K30,R60,"",0,4,0,4,0,0,R30,R20,0,0,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,27,0,0,0,2,27,23,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,17:10:56,17:11:39,K30,R60,"",0,13,0,13,0,0,R40,R30,0,0,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,23,0,0,0,2,23,10,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,17:14:13,17:14:58,K30,R60,"",0,9,0,9,0,0,R50,R40,0,0,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,10,0,0,0,2,10,1,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,6/16:55: 9-400,400,10,560,17:18:20,17:18:20,K30,R60,"",0,1,0,1,0,0,R60,R50,0,0,1,1,1212,1701,1575,1823,1654,1767,1657,1528,1655,1266,0,1,0,0,0,2,1,0,"",1,,,,,Unscheduled,6/16:55: 9-400,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,36/20:15:10-309,309,10,770,20:15:43,20:15:43,C80,C60,"",0,0,0,0,0,0,C80,"",0,0,2,1,1254,1560,1878,1532,1630,1574,1666,1663,1544,1252,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,36/20:15:10-309,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,36/20:15:10-309,309,10,770,20:21:53,20:21:53,C80,C60,"",0,0,0,0,0,0,C70,C80,0,0,2,1,1254,1560,1878,1532,1630,1574,1666,1663,1544,1252,1,0,0,0,0,2,0,0,"",2,,,,,Unscheduled,36/20:15:10-309,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,36/20:15:10-309,309,10,770,20:26:24,20:26:24,C80,C60,"",0,0,0,0,0,0,C60,C70,0,0,2,1,1254,1560,1878,1532,1630,1574,1666,1663,1544,1252,1,0,0,0,0,4,0,0,"",2,,,,,Unscheduled,36/20:15:10-309,"",0,0,0,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,45/19:30: 5-311,311,10,770,19:30:23,19:30:23,C60,C88,"",0,0,0,0,0,0,C60,"",0,0,1,1,3105,4011,4160,4009,3056,3130,4132,4214,4118,3109,1,0,0,0,0,6,0,0,"",1,,,,,Unscheduled,45/19:30: 5-311,"",0,0,1,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,45/19:30: 5-311,311,10,770,19:34:01,19:34:01,C60,C88,"",0,0,0,0,0,0,C70,C60,0,0,1,1,3105,4011,4160,4009,3056,3130,4132,4214,4118,3109,1,0,0,0,0,0,0,0,"",1,,,,,Unscheduled,45/19:30: 5-311,"",0,0,1,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,45/19:30: 5-311,311,10,770,19:50:11,19:50:11,C60,C88,"",0,0,0,0,0,0,C80,C70,0,0,1,1,3105,4011,4160,4009,3056,3130,4132,4214,4118,3109,1,0,0,0,0,6,0,0,"",1,,,,,Unscheduled,45/19:30: 5-311,"",0,0,1,
Saturday,03SEP2022,04SEP1922:11:25:03.000000,30APR2022,Mc,"",,,,,"","","","","",,,,"",,,,,,,45/19:30: 5-311,311,10,770,19:51:34,19:51:34,C60,C88,"",0,0,0,0,0,0,C88,C80,0,0,2,-1,3105,4011,4160,4009,3056,3130,4132,4214,4118,3109,1,0,0,0,0,6,0,0,"",1,,,,,Unscheduled,45/19:30: 5-311,"",0,0,1,
