RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
20OCT2022,22938-16284-101-5,606,22938-16284-101-5,10,,,,,,,,,,,,,1
20OCT2022,22938-16866-313-2,607,22938-16866-313-2,10,,,,,,,,,,,,,2
20OCT2022,22938-17766-315-2,616,22938-17766-315-2,10,,,,,,,,,,,,,3
20OCT2022,22938-18120-105-5,626,22938-18120-105-5,10,,,,,,,,,,,,,4
20OCT2022,22938-19800-101-6,649,22938-19800-101-6,10,,,,,,,,,,,,,5
20OCT2022,22938-21600-105-6,669,22938-21600-105-6,10,,,,,,,,,,,,,6
20OCT2022,22938-21642-313-1,670,22938-21642-313-1,10,,,,,,,,,,,,,7
20OCT2022,22938-21864-117-5,675,22938-21864-117-5,10,,,,,,,,,,,,,8
20OCT2022,22938-26100-115-6,730,22938-26100-115-6,10,,,,,,,,,,,,,9
20OCT2022,22938-34884-403-14,846,22938-34884-403-14,10,,,,,,,,,,,,,10
20OCT2022,22938-43200-105-6,154,22938-43200-105-6,10,,,,,,,,,,,,,11
20OCT2022,22938-45744-301-2,188,22938-45744-301-2,10,,,,,,,,,,,,,12
20OCT2022,22938-46644-303-2,201,22938-46644-303-2,10,,,,,,,,,,,,,13
20OCT2022,22938-48864-105-5,233,22938-48864-105-5,10,,,,,,,,,,,,,14
20OCT2022,22938-56604-415-7,334,22938-56604-415-7,10,,,,,,,,,,,,,15
20OCT2022,22938-56700-111-6,336,22938-56700-111-6,10,,,,,,,,,,,,,16
20OCT2022,22938-60564-215-4,389,22938-60564-215-4,8,,,,,,,,,,,,,17
20OCT2022,22938-60888-415-13,391,22938-60888-415-13,10,,,,,,,,,,,,,18
20OCT2022,22938-61884-415-14,404,22938-61884-415-14,10,,,,,,,,,,,,,19
20OCT2022,22938-62316-415-8,411,22938-62316-415-8,10,,,,,,,,,,,,,20
20OCT2022,22938-62340-111-5,412,22938-62340-111-5,10,,,,,,,,,,,,,21
20OCT2022,22938-65754-215-3,458,22938-65754-215-3,8,,,,,,,,,,,,,22
20OCT2022,496/ 4:44:44-317,618,22938-17844-317-2,10,10,1,3127,4111,4040,4070,3073,3093,4224,4146,4161,3056,23
20OCT2022,496/ 6:38:27-319,706,22938-24342-319-1,10,10,1,3127,4111,4040,4070,3073,3093,4224,4146,4161,3056,24
20OCT2022,496/ 8:16:44-319,787,22938-30444-319-2,10,10,1,3127,4111,4040,4070,3073,3093,4224,4146,4161,3056,25
20OCT2022,496/10: 9: 3-319,59,22938-36042-319-1,10,10,1,3127,4111,4040,4070,3073,3093,4224,4146,4161,3056,26
20OCT2022,496/11:42: 4-319,139,22938-42144-319-2,10,10,1,3127,4111,4040,4070,3073,3093,4224,4146,4161,3056,27
20OCT2022,496/13:53:39-918,20,496/13:53:39-918,,10,,,,,,,,,,,,28
20OCT2022,500/ 4:47:29-205,625,22938-18054-205-3,8,8,0,327,1615,1503,1555,1728,1763,1806,1259,,,29
20OCT2022,501/ 4:38:35-107,611,22938-17340-107-5,10,10,0,1245,1812,1502,1849,1814,1644,1913,1801,1549,329,30
20OCT2022,501/ 6:18:12-107,681,22938-22500-107-6,10,10,0,1245,1812,1502,1849,1814,1644,1913,1801,1549,329,31
20OCT2022,501/ 7:45:58-107,758,22938-28140-107-5,10,10,0,1245,1812,1502,1849,1814,1644,1913,1801,1549,329,32
