RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
06OCT2022,1,647/ 4:41:45-109,,,,,35
06OCT2022,2,652/ 4:42:37-305,,,,,64
06OCT2022,3,657/ 4:48:36-111,,,,,107
06OCT2022,4,661/ 4:52:44-203,,,,,133
06OCT2022,5,668/ 4:53:44-315,,,,,168
06OCT2022,6,674/ 4:58:19-307,,,,,212
06OCT2022,7,686/ 5: 9:11-309,,,,,247
06OCT2022,8,705/ 5:22:48-311,,,,,330
06OCT2022,9,710/ 5:30:59-313,,,,,357
06OCT2022,10,706/ 5:23:44-323,,,,,340
06OCT2022,11,718/ 5:38:47-325,,,,,392
06OCT2022,12,764/ 8:34:37-117,,,,,493
06OCT2022,13,708/ 9: 9:30-118,,,,,353
06OCT2022,14,776/ 9:26:13-959,,,,,526
06OCT2022,15,800/10:57:16-959,,,,,575
06OCT2022,16,808/11:19:44-307,,,,,597
06OCT2022,17,674/11:48:16-707,,,,,217
06OCT2022,18,800/11:51:29-959,,,,,576
06OCT2022,19,800/12:12:19-959,,,,,577
06OCT2022,20,852/13:47:39-955,,,,,683
06OCT2022,21,845/15:11:40-419,,,,,660
06OCT2022,22,874/15:38: 9-221,,,,,727
06OCT2022,23,845/15:45: 3-419,,,,,661
06OCT2022,24,890/15:53:13-315,,,,,741
06OCT2022,25,865/16: 5:51-621,,,,,708
06OCT2022,26,899/17:58:50-613,,,,,763
06OCT2022,27,922/18: 6:32-955,,,,,798
06OCT2022,28,922/18:21:31-955,,,,,799
06OCT2022,29,928/18:25:29-311,,,,,805
06OCT2022,30,686/18:36:11-709,,,,,256
06OCT2022,31,705/18:47: 3-711,,,,,339
06OCT2022,32,697/18:42:49-123,,,,,304
06OCT2022,33,763/18:56:21-101,,,,,492
06OCT2022,34,646/19: 9: 9-103,,,,,34
06OCT2022,35,651/19:25:44-105,,,,,62
06OCT2022,36,655/19:41:59-107,,,,,96
06OCT2022,37,931/20:10:10-309,,,,,816
06OCT2022,38,668/20:12:57-323,,,,,173
06OCT2022,39,657/20:17: 3-111,,,,,118
06OCT2022,40,667/20:27:29-113,,,,,167
06OCT2022,41,939/20:29:18-209,,,,,827
06OCT2022,42,718/20:44: 9-301,,,,,402
06OCT2022,43,890/20:50:19-315,,,,,745
06OCT2022,44,693/20:54: 8-115,,,,,290
06OCT2022,45,948/21:36: 9-217,,,,,834
06OCT2022,46,928/22: 0:46-711,,,,,808
06OCT2022,47,963/ 0:19: 8-215,,,,,849
