RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
03NOV2022,1,998/ 4:41:33-109,,,,,830
03NOV2022,2,5/ 4:42: 3-305,,,,,601
03NOV2022,3,7/ 4:43:24-315,45,16,20,20,716
03NOV2022,4,13/ 4:51: 8-111,,,,,71
03NOV2022,5,15/ 4:53:49-203,,,,,144
03NOV2022,6,21/ 4:57:24-307,,,,,274
03NOV2022,7,37/ 5:12:38-309,,,,,537
03NOV2022,8,48/ 5:25:51-311,,,,,597
03NOV2022,9,54/ 5:31:34-918,,,,,634
03NOV2022,10,43/ 5:22:16-323,,,,,558
03NOV2022,11,60/ 5:39:22-325,,,,,665
03NOV2022,12,95/ 7:19:50-313,,,,,799
03NOV2022,13,48/ 9: 0:37-711,,,,,600
03NOV2022,14,136/ 9:21:48-918,,,,,90
03NOV2022,15,134/ 9:23:45-960,,,,,86
03NOV2022,16,141/ 9:36: 1-918,,,,,111
03NOV2022,17,4/ 9:44:56-717,,,,,546
03NOV2022,18,165/11:20:33-954,,,,,181
03NOV2022,19,170/11:34: 8-309,,,,,190
03NOV2022,20,37/11:56:51-709,,,,,542
03NOV2022,21,998/14: 0:53-109,,,,,837
03NOV2022,22,60/14: 8:20-725,,,,,671
03NOV2022,23,246/15:55:39-123,,,,,366
03NOV2022,24,252/16:11: 8-203,,,,,385
03NOV2022,25,237/16:55:45-603,,,,,355
03NOV2022,26,90/18:56:45-101,,,,,789
03NOV2022,27,9/19:11:33-103,,,,,780
03NOV2022,28,26/19:26:21-105,,,,,414
03NOV2022,29,16/19:42:60-107,,,,,170
03NOV2022,30,31/20: 0:24-721,,,,,509
03NOV2022,31,170/20: 6:52-309,,,,,196
03NOV2022,32,287/20:35:20-209,,,,,483
03NOV2022,33,36/20:40:16-115,,,,,536
03NOV2022,34,996/20:41:56-301,,,,,829
03NOV2022,35,7/20:44:39-955,,,,,726
03NOV2022,36,292/20:58:49-213,,,,,488
03NOV2022,37,5/21:12:55-305,,,,,612
03NOV2022,38,298/21:45: 3-619,,,,,494
03NOV2022,39,316/ 0:18:58-215,,,,,515
03NOV2022,40,21/ 1: 4:56-307,,,,,273
03NOV2022,41,54/ 1:41: 1-311,,,,,633
03NOV2022,42,18/10: 0:46-113,128,0,9,4,211
03NOV2022,43,19/10: 0:30-319,384,5,8,1,230
03NOV2022,44,115/ 9:58:44-221,80,0,4,3,54
03NOV2022,45,114/10: 0:60-405,159,21,28,21,52
03NOV2022,46,90/10: 0:57-101,160,0,3,1,783
03NOV2022,47,147/10: 2:23-209,68,1,8,3,138
03NOV2022,48,27/10: 6:45-513,98,0,6,2,437
03NOV2022,49,121/10:11:57-409,2,,0,0,66
03NOV2022,50,118/10: 2:49-407,3,,1,1,57
03NOV2022,51,21/10: 1:26-307,225,9,12,8,278
03NOV2022,52,149/10:11:40-419,227,0,5,1,140
03NOV2022,53,42/10: 6:60-503,87,0,7,0,553
03NOV2022,54,36/10:11:47-115,137,0,4,0,529
03NOV2022,55,31/10:12:38-321,295,2,12,4,503
03NOV2022,56,119/10:15:51-223,118,0,4,2,60
03NOV2022,57,118/10:17:50-407,162,3,7,3,58
03NOV2022,58,9/10:17:57-103,148,3,11,6,774
03NOV2022,59,150/10:16:28-211,89,0,6,0,146
03NOV2022,60,44/10:18:49-515,103,0,6,2,572
03NOV2022,61,131/10:24:54-411,3,,0,0,83
03NOV2022,62,121/10:17:53-409,2,,1,1,67
03NOV2022,63,37/10:20:57-309,180,0,4,0,541
03NOV2022,64,153/10:27: 9-421,214,0,8,1,148
03NOV2022,65,46/10:22:46-505,81,0,3,0,587
03NOV2022,66,52/10:29:57-117,131,0,3,0,621
03NOV2022,67,43/10:29:18-323,316,0,23,7,562
03NOV2022,68,125/10:27:23-201,109,0,4,5,70
03NOV2022,69,121/10:31: 4-409,118,0,6,1,68
