RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
04NOV2022,22953-16284-101-5,602,22953-16284-101-5,10,,,,,,,,,,,,,1
04NOV2022,22953-16866-313-2,603,22953-16866-313-2,10,,,,,,,,,,,,,2
04NOV2022,22953-19800-101-6,641,22953-19800-101-6,10,,,,,,,,,,,,,3
04NOV2022,22953-21642-313-1,661,22953-21642-313-1,10,,,,,,,,,,,,,4
04NOV2022,22953-26364-211-4,725,22953-26364-211-4,8,,,,,,,,,,,,,5
04NOV2022,22953-38940-107-5,92,22953-38940-107-5,10,,,,,,,,,,,,,6
04NOV2022,22953-52464-113-5,273,22953-52464-113-5,10,,,,,,,,,,,,,7
04NOV2022,22953-53904-409-7,290,22953-53904-409-7,10,,,,,,,,,,,,,8
04NOV2022,22953-56940-123-5,332,22953-56940-123-5,10,,,,,,,,,,,,,9
04NOV2022,22953-57600-113-6,340,22953-57600-113-6,10,,,,,,,,,,,,,10
04NOV2022,22953-58188-409-13,347,22953-58188-409-13,10,,,,,,,,,,,,,11
04NOV2022,22953-59088-411-13,359,22953-59088-411-13,10,,,,,,,,,,,,,12
04NOV2022,22953-59184-409-14,360,22953-59184-409-14,10,,,,,,,,,,,,,13
04NOV2022,22953-59304-421-7,362,22953-59304-421-7,10,,,,,,,,,,,,,14
04NOV2022,22953-59616-409-8,367,22953-59616-409-8,10,,,,,,,,,,,,,15
04NOV2022,22953-60084-411-14,372,22953-60084-411-14,10,,,,,,,,,,,,,16
04NOV2022,22953-61104-401-7,386,22953-61104-401-7,10,,,,,,,,,,,,,17
04NOV2022,22953-62004-403-7,398,22953-62004-403-7,10,,,,,,,,,,,,,18
04NOV2022,22953-62100-123-6,400,22953-62100-123-6,10,,,,,,,,,,,,,19
04NOV2022,22953-63264-113-5,417,22953-63264-113-5,10,,,,,,,,,,,,,20
04NOV2022,22953-63588-421-13,419,22953-63588-421-13,10,,,,,,,,,,,,,21
04NOV2022,22953-64584-421-14,432,22953-64584-421-14,10,,,,,,,,,,,,,22
04NOV2022,22953-64704-409-7,434,22953-64704-409-7,10,,,,,,,,,,,,,23
04NOV2022,22953-65016-421-8,439,22953-65016-421-8,10,,,,,,,,,,,,,24
04NOV2022,22953-65388-401-13,443,22953-65388-401-13,10,,,,,,,,,,,,,25
04NOV2022,22953-65742-307-1,450,22953-65742-307-1,10,,,,,,,,,,,,,26
04NOV2022,22953-66288-403-13,456,22953-66288-403-13,10,,,,,,,,,,,,,27
04NOV2022,22953-66384-401-14,457,22953-66384-401-14,10,,,,,,,,,,,,,28
04NOV2022,22953-66516-509-11,461,22953-66516-509-11,10,,,,,,,,,,,,,29
04NOV2022,22953-66816-401-8,465,22953-66816-401-8,10,,,,,,,,,,,,,30
04NOV2022,22953-67284-403-14,470,22953-67284-403-14,10,,,,,,,,,,,,,31
04NOV2022,22953-67716-403-8,477,22953-67716-403-8,10,,,,,,,,,,,,,32
04NOV2022,22953-68400-113-6,485,22953-68400-113-6,10,,,,,,,,,,,,,33
04NOV2022,22953-69048-409-13,491,22953-69048-409-13,10,,,,,,,,,,,,,34
04NOV2022,22953-69690-507-12,502,22953-69690-507-12,10,,,,,,,,,,,,,35
04NOV2022,22953-70008-409-14,504,22953-70008-409-14,10,,,,,,,,,,,,,36
04NOV2022,22953-70452-409-8,509,22953-70452-409-8,10,,,,,,,,,,,,,37
04NOV2022,22953-70974-305-2,515,22953-70974-305-2,10,,,,,,,,,,,,,38
