RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10,Id
15NOV2022,100/ 4:59:60-121,621,22964-18000-121-6,10,10,0,1262,1807,1552,1699,1805,1682,1829,1539,1586,1245,1
15NOV2022,100/ 6:24:60-121,695,22964-23664-121-5,10,10,0,1262,1807,1552,1699,1805,1682,1829,1539,1586,1245,2
15NOV2022,100/ 7:59:56-121,763,22964-28800-121-6,10,10,0,1262,1807,1552,1699,1805,1682,1829,1539,1586,1245,3
15NOV2022,102/ 0: 3:18-513,601,22964-86436-513-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,4
15NOV2022,102/ 5: 3:13-513,629,22964-18414-513-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,5
15NOV2022,102/ 6:25:32-513,687,22964-23316-513-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,6
15NOV2022,102/ 7:35:12-513,744,22964-27408-513-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,7
15NOV2022,102/ 8:52:59-513,812,22964-32316-513-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,8
15NOV2022,102/10: 8: 9-513,68,22964-36408-513-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,9
15NOV2022,102/11:19:19-513,134,22964-41316-513-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,10
15NOV2022,102/12:36:44-513,189,22964-45408-513-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,11
15NOV2022,102/13:41:41-511,242,22964-49416-511-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,12
15NOV2022,102/14:50:11-511,297,22964-53490-511-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,13
15NOV2022,102/15:56:27-509,350,22964-57516-509-11,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,14
15NOV2022,102/17: 3:28-509,405,22964-61608-509-12,10,9,1,3047,4026,4199,4149,3120,3062,4153,4080,3044,,15
