Id,RevDate,RunKey,Route,SDispatch,SchedTrain,ActOrigin,ActDest,SchedOrigin,SchedDest,EOLDelay,TotalDelay,DelayCount,DelayCodes,PassDelay,PDelay,Locs,Exits,HPOT,LPOT,UPOT
253,15NOV2022,253,7,13:58,401,40,47,40,47,36,,,,,,,218,,11,3
254,15NOV2022,254,11,13:58,513,24,34,24,34,29,,,,,,,128,35,40,31
255,15NOV2022,255,6,14:00,121,34,43,34,43,148,,,,,,,123,,14,4
256,15NOV2022,256,1,14:00,325,18,48,18,48,264,308,1,LR,28,2.39555555555556,Y10,235,,7,2
257,15NOV2022,257,3,14:00,205,43,40,43,40,647,630,1,LD,9,1.575,S50,135,58,55,49
258,15NOV2022,258,8,14:03,413,47,40,47,40,-2,,,,,,,286,33,47,39
259,15NOV2022,259,4,14:04,217,40,43,40,43,333,,,,,,,87,1,14,10
260,15NOV2022,260,5,14:04,109,,,43,34,,,1,HL,,,S50,,,,
261,15NOV2022,261,12,14:06,505,34,24,34,24,92,,,,,,,244,1,10,2
262,15NOV2022,262,13,14:09,417,47,48,47,48,141,,,,,,,5,,,
263,15NOV2022,263,14,14:11,415,48,47,48,47,42,,,,,,,9,,1,1
264,15NOV2022,264,2,14:12,313,48,18,48,18,21,,,,,,,412,9,19,16
265,15NOV2022,265,7,14:13,403,40,47,40,47,-2,,,,,,,190,,2,1
266,15NOV2022,266,11,14:13,515,24,34,24,34,189,336,1,AD,0.0175,,L20,126,2,3,5
267,15NOV2022,267,6,14:15,123,34,43,34,43,162,,,,,,,193,,14,10
268,15NOV2022,268,1,14:15,301,18,48,18,48,231,,,,,,,384,,11,3
269,15NOV2022,269,3,14:15,207,43,40,43,40,74,,,,,,,128,,4,
270,15NOV2022,270,8,14:18,415,47,40,47,40,28,,,,,,,285,19,29,23
271,15NOV2022,271,5,14:19,111,43,34,43,34,322,384,1,AD,0.0647222222222222,,S20,164,50,59,48
272,15NOV2022,272,4,14:19,219,40,43,40,43,260,,,,,,,121,1,12,6
273,15NOV2022,273,12,14:21,507,34,24,34,24,102,,,,,,,168,2,6,2
274,15NOV2022,274,13,14:24,419,,,47,48,,,1,HL,,,W40,,,,
275,15NOV2022,275,14,14:26,417,48,47,48,47,-15,,,,,,,7,,3,3
276,15NOV2022,276,2,14:27,315,48,18,48,18,66,,,,,,,505,,13,34
277,15NOV2022,277,7,14:28,405,40,47,40,47,-33,,,,,,,223,3,6,2
278,15NOV2022,278,11,14:28,517,24,34,24,34,-15,,,,,,,185,20,23,17
279,15NOV2022,279,6,14:30,101,34,43,34,43,316,,,,,,,259,,25,14
280,15NOV2022,280,1,14:30,303,18,48,18,48,131,,,,,,,307,,11,1
281,15NOV2022,281,3,14:30,209,43,40,43,40,652,683,1,LD,9,1.7075,S50,332,129,94,78
282,15NOV2022,282,8,14:33,417,47,40,47,40,59,,,,,,,225,3,11,5
283,15NOV2022,283,4,14:34,221,40,43,40,43,260,,,,,,,95,,11,5
284,15NOV2022,284,5,14:34,113,43,34,43,34,237,,,,,,,148,20,24,16
285,15NOV2022,285,12,14:36,509,34,24,34,24,111,,,,,,,187,1,9,4
286,15NOV2022,286,13,14:39,421,47,48,47,48,-30,,,,,,,3,,,
287,15NOV2022,287,14,14:41,419,,,48,47,,,1,HL,,,Y10,,,,
288,15NOV2022,288,2,14:42,317,48,18,48,18,47,,,,,,,621,6,5,1
289,15NOV2022,289,7,14:43,407,40,47,40,47,-10,,,,,,,271,,3,
290,15NOV2022,290,11,14:43,519,24,34,24,34,231,,,,,,,90,,20,13
291,15NOV2022,291,6,14:45,103,34,43,34,43,90,,,,,,,234,,4,
292,15NOV2022,292,1,14:45,305,18,48,18,48,122,,,,,,,332,,14,3
293,15NOV2022,293,3,14:45,211,43,40,43,40,155,374,1,LA,4,0.415555555555556,S50,247,40,60,51
294,15NOV2022,294,8,14:48,419,,,47,40,,,1,HL,,,W40,,,,
295,15NOV2022,295,5,14:49,115,43,34,43,34,366,393,1,LD,18,1.965,S50,256,30,59,48
296,15NOV2022,296,4,14:49,223,40,43,40,43,334,,,,,,,118,4,14,8
297,15NOV2022,297,12,14:51,511,34,24,34,24,102,,,,,,,262,,13,2
298,15NOV2022,298,13,14:54,423,47,48,47,48,138,,,,,,,1,,,
299,15NOV2022,299,14,14:56,421,48,47,48,47,-21,,,,,,,6,,1,1
300,15NOV2022,300,2,14:57,319,48,18,48,18,427,,,,,,,679,126,103,96
301,15NOV2022,301,7,14:58,409,40,47,40,47,56,,,,,,,286,,4,3
302,15NOV2022,302,11,14:58,501,24,34,24,34,159,,,,,,,81,,7,
303,15NOV2022,303,6,15:00,105,,,34,43,,,1,HL,,,M90,,,,
304,15NOV2022,304,1,15:00,307,18,48,18,48,91,,,,,,,390,,14,1
305,15NOV2022,305,3,15:00,213,43,40,43,40,105,,,,,,,210,1,7,2
306,15NOV2022,306,8,15:03,421,47,40,47,40,100,,,,,,,407,117,83,69
307,15NOV2022,307,5,15:04,117,43,34,43,34,60,,,,,,,271,,7,2
308,15NOV2022,308,4,15:04,201,40,43,40,43,417,408,1,AD,0.1125,,S50,220,13,37,24
309,15NOV2022,309,12,15:06,513,34,24,34,24,86,,,,,,,458,28,123,98
310,15NOV2022,310,13,15:09,401,47,48,47,48,32,,,,,,,1,,,
311,15NOV2022,311,14,15:11,423,48,47,48,47,-23,,,,,,,8,,2,2
312,15NOV2022,312,2,15:12,321,48,18,48,18,189,,,,,,,763,,16,7
313,15NOV2022,313,7,15:13,411,40,47,40,47,1,,,,,,,318,,19,3
314,15NOV2022,314,11,15:13,503,24,34,24,34,284,,,,,,,108,,10,3
315,15NOV2022,315,6,15:15,107,34,43,34,43,220,,,,,,,492,105,48,44
316,15NOV2022,316,1,15:15,309,18,48,18,48,104,,,,,,,445,,10,1
317,15NOV2022,317,3,15:15,215,43,40,43,40,214,,,,,,,303,,7,3
318,15NOV2022,318,8,15:18,423,47,40,47,40,33,,,,,,,408,11,18,15
319,15NOV2022,319,5,15:19,119,43,34,43,34,84,,,,,,,265,,12,4
320,15NOV2022,320,4,15:19,203,40,43,40,43,288,,,,,,,146,,7,7
321,15NOV2022,321,12,15:21,515,34,24,34,24,139,,,,,,,261,,12,2
322,15NOV2022,322,13,15:24,403,47,48,47,48,37,,,,,,,3,,,
323,15NOV2022,323,14,15:26,401,48,47,48,47,22,,,,,,,1,,,
324,15NOV2022,324,2,15:27,323,48,18,48,18,562,,,,,,,935,498,552,528
325,15NOV2022,325,7,15:28,413,40,47,40,47,15,,,,,,,339,,11,2
326,15NOV2022,326,11,15:28,505,24,34,24,34,112,,,,,,,121,,3,
327,15NOV2022,327,6,15:30,109,,,34,43,,,1,HL,,,M90,,,,
328,15NOV2022,328,1,15:30,311,18,48,18,48,553,574,1,LR,98,15.2444444444444,K20,656,155,135,119
329,15NOV2022,329,3,15:30,217,43,40,43,40,239,309,1,AD,0.0152777777777778,,A90,339,3,13,6
