Id,RevDate,RunKey,Route,SDispatch,SchedTrain,ActOrigin,ActDest,SchedOrigin,SchedDest,EOLDelay,TotalDelay,DelayCount,DelayCodes,PassDelay,PDelay,Locs,Exits,HPOT,LPOT,UPOT
275,13NOV2022,275,14,18:33,403,Y10,W40,48,47,-36,,,"",,,"",6,,,
276,13NOV2022,276,11,18:37,507,L30,M90,24,34,244,,,"",,,"",113,,5,
277,13NOV2022,277,8,18:40,403,W40,R60,47,40,31,,,"",,,"",285,23,28,21
278,13NOV2022,278,2,18:41,323,C60,C88,15,18,5,,,"",,,"",10,,,
279,13NOV2022,279,13,18:44,405,W40,Y10,47,48,151,,,"",,,"",4,,,
280,13NOV2022,280,12,18:44,503,M90,L30,34,24,56,,,"",,,"",122,1,3,1
281,13NOV2022,281,3,18:45,211,S50,R60,43,40,77,,,"",,,"",175,27,39,33
282,13NOV2022,282,1,18:48,309,C50,Y10,14,48,270,544,1,LA,15,2.26666666666667,C50,217,108,90,86
283,13NOV2022,283,4,18:49,205,R60,S50,40,43,-4,,,"",,,"",82,1,4,1
284,13NOV2022,284,2,18:57,303,Y10,C50,48,14,151,,,"",,,"",270,4,13,4
285,13NOV2022,285,1,19:00,323,C88,C60,18,15,43,,,"",,,"",2,,,
286,13NOV2022,286,7,19:02,413,R60,W40,40,47,110,,,"",,,"",112,,3,1
287,13NOV2022,287,14,19:02,405,Y10,W40,48,47,111,,,"",,,"",15,,1,
288,13NOV2022,288,8,19:10,405,W40,R60,47,40,35,,,"",,,"",146,5,8,4
289,13NOV2022,289,2,19:11,321,C60,C88,15,18,-19,,,"",,,"",2,,,
290,13NOV2022,290,13,19:14,407,W40,Y10,47,48,165,,,"",,,"",,,,
291,13NOV2022,291,3,19:15,201,S50,R60,43,40,367,597,1,LA,23,3.81416666666667,S50,164,105,112,109
292,13NOV2022,292,1,19:17,311,C50,Y10,14,48,-9,,,"",,,"",193,,8,2
