Id,RevDate,RUNKEY,RK,SRK,SLength,Length,FOTF,CAR1,CAR2,CAR3,CAR4,CAR5,CAR6,CAR7,CAR8,CAR9,CAR10
30,13NOV2022,290/ 9:33:19-501,460,22962-34656-501-11,10,9,1,3134,4105,4047,3027,3092,4102,4123,4164,3099,
31,13NOV2022,291/ 7:13: 7-507,401,22962-26070-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
32,13NOV2022,291/ 8:20:44-507,432,22962-31056-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
33,13NOV2022,291/ 9:44:27-507,464,22962-35070-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
34,13NOV2022,291/10:50:50-507,65,22962-40056-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
35,13NOV2022,291/12:14: 8-507,97,22962-44070-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
36,13NOV2022,291/13:33:58-507,135,22962-49056-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
37,13NOV2022,291/14:43:18-507,167,22962-53070-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
38,13NOV2022,291/15:50:30-507,205,22962-58056-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
39,13NOV2022,291/17:14:20-507,237,22962-62070-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
40,13NOV2022,291/18:19:31-507,276,22962-67056-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
41,13NOV2022,291/19:47:15-507,305,22962-71490-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
42,13NOV2022,291/21: 6: 8-507,335,22962-77016-507-11,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
43,13NOV2022,291/22:30: 8-507,357,22962-81012-507-12,10,10,0,328,1521,1886,1854,1692,1762,1605,1652,1732,379
44,13NOV2022,293/ 7:32:38-203,407,22962-27954-203-3,8,8,1,3151,4106,4192,4110,3060,3112,4103,3052,,
45,13NOV2022,294/ 1: 3:46-305,397,22962-90084-305-14,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
46,13NOV2022,294/ 7:18:50-305,1,294/ 7:18:50-305,,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
47,13NOV2022,294/ 7:22:38-305,402,22962-26844-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
48,13NOV2022,294/ 8:42:21-305,438,22962-31632-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
49,13NOV2022,294/10:13:58-305,45,22962-37644-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
50,13NOV2022,294/11:40:10-305,85,22962-42432-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
51,13NOV2022,294/13:18:25-305,129,22962-48444-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
52,13NOV2022,294/14:45:32-305,169,22962-53232-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
53,13NOV2022,294/16:17:43-305,213,22962-59244-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
54,13NOV2022,294/17:41:15-305,254,22962-64032-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
55,13NOV2022,294/19:13:51-305,296,22962-70044-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
56,13NOV2022,294/20:41:35-305,321,22962-74808-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
57,13NOV2022,294/21:58:46-305,348,22962-79224-305-14,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
58,13NOV2022,294/22:10:53-305,354,22962-80562-305-13,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
59,13NOV2022,294/22:28: 2-305,356,22962-80994-305-2,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
60,13NOV2022,294/23:39:31-305,381,22962-85668-305-1,10,10,0,1239,1669,1662,1735,349,322,1840,1671,1695,314
61,13NOV2022,295/ 8:39:54-311,6,295/ 8:39:54-311,,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
62,13NOV2022,295/ 8:50:34-311,440,22962-32244-311-2,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
63,13NOV2022,295/10: 8:39-311,43,22962-37032-311-1,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
64,13NOV2022,295/11:47:17-311,87,22962-43044-311-2,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
65,13NOV2022,295/13: 9:24-311,127,22962-47832-311-1,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
66,13NOV2022,295/14:43:29-311,171,22962-53844-311-2,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
67,13NOV2022,295/16: 7:55-311,211,22962-58632-311-1,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
68,13NOV2022,295/17:43:50-311,256,22962-64644-311-2,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
69,13NOV2022,295/19:12: 3-311,292,22962-69432-311-1,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
70,13NOV2022,295/20:29:21-311,319,22962-73896-311-14,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
71,13NOV2022,295/20:38:20-311,324,22962-75162-311-13,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
72,13NOV2022,295/20:59:37-311,326,22962-75594-311-2,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
73,13NOV2022,295/22:14:27-311,352,22962-80268-311-1,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
74,13NOV2022,295/23:31:26-311,379,22962-84684-311-14,10,10,1,3017,4032,4152,4134,4132,4157,4256,4214,4139,3163
75,13NOV2022,296/ 7:22:59-503,404,22962-27456-503-11,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
76,13NOV2022,296/ 8:41:21-503,436,22962-31470-503-12,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
77,13NOV2022,296/ 9:55:12-503,37,22962-36456-503-11,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
78,13NOV2022,296/11:14:21-503,69,22962-40470-503-12,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
79,13NOV2022,296/12:24:33-503,107,22962-45456-503-11,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
80,13NOV2022,296/13:43:31-503,139,22962-49470-503-12,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
81,13NOV2022,296/15: 7:54-503,177,22962-54456-503-11,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
82,13NOV2022,296/16:14:27-503,209,22962-58470-503-12,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
83,13NOV2022,296/17:21:60-503,248,22962-63456-503-11,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
84,13NOV2022,296/18:43:49-503,280,22962-67470-503-12,10,9,0,365,1700,1535,1588,1884,1564,1620,1909,359,
85,13NOV2022,299/ 7:27:57-401,403,22962-27162-401-7,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
86,13NOV2022,299/ 8:43:40-401,435,22962-31446-401-13,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
87,13NOV2022,299/ 9: 8: 2-401,447,22962-33006-401-8,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
88,13NOV2022,300/ 7:33:19-101,2,300/ 7:33:19-101,,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
89,13NOV2022,300/ 7:52:38-101,413,22962-28920-101-5,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
90,13NOV2022,300/ 9:26:33-101,456,22962-34320-101-6,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
91,13NOV2022,300/10:56:21-101,61,22962-39720-101-5,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
92,13NOV2022,300/12:25:17-101,103,22962-45120-101-6,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
93,13NOV2022,300/14: 0:37-101,145,22962-50520-101-5,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
94,13NOV2022,300/15:29: 4-101,188,22962-55920-101-6,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
95,13NOV2022,300/16:58:29-101,229,22962-61320-101-5,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
96,13NOV2022,300/18:26: 3-101,272,22962-66720-101-6,10,10,1,3123,4024,4014,4019,3140,4255,4169,4254,4219,3001
97,13NOV2022,302/ 7:41: 2-509,406,22962-27870-509-12,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
98,13NOV2022,302/ 8:56:22-509,446,22962-32856-509-11,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
99,13NOV2022,302/10:13:50-509,41,22962-36870-509-12,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
100,13NOV2022,302/11:20:12-509,79,22962-41856-509-11,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
101,13NOV2022,302/12:44:27-509,111,22962-45870-509-12,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
102,13NOV2022,302/14: 3:44-509,149,22962-50856-509-11,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
103,13NOV2022,302/15:12:49-509,181,22962-54870-509-12,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
104,13NOV2022,302/16:21:19-509,219,22962-59856-509-11,10,9,0,449,1563,1861,1598,1507,1873,1834,1517,1220,
105,13NOV2022,303/ 0:17:41-307,394,22962-88302-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
106,13NOV2022,303/ 1:20:51-307,29,303/ 1:20:51-307,,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
107,13NOV2022,303/ 7:39:15-307,410,22962-28236-307-13,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
108,13NOV2022,303/ 7:57: 3-307,411,22962-28644-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
109,13NOV2022,303/ 9: 7:29-307,452,22962-33432-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
110,13NOV2022,303/10:51:17-307,59,22962-39444-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
111,13NOV2022,303/12:13:51-307,99,22962-44232-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
112,13NOV2022,303/13:43:40-307,143,22962-50244-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
113,13NOV2022,303/15:12:32-307,183,22962-55032-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
114,13NOV2022,303/16:42:34-307,227,22962-61044-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
115,13NOV2022,303/18: 9:24-307,268,22962-65832-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
116,13NOV2022,303/19:44:39-307,308,22962-71994-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
117,13NOV2022,303/21:17:32-307,332,22962-76668-307-1,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
118,13NOV2022,303/22:31:48-307,359,22962-81084-307-14,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
119,13NOV2022,303/22:41:16-307,364,22962-82362-307-13,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
120,13NOV2022,303/22:59:24-307,366,22962-82794-307-2,10,10,1,3156,4173,4170,4108,3129,3065,4151,4052,4036,3068
121,13NOV2022,304/ 7:45:34-201,405,22962-27840-201-3,8,8,0,1231,1883,1710,1716,1688,1715,1722,1260,,
122,13NOV2022,306/ 0: 2: 3-301,388,22962-86484-301-14,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
123,13NOV2022,306/ 9:13: 8-301,454,22962-34044-301-2,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
124,13NOV2022,306/10:40:17-301,57,22962-38832-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
125,13NOV2022,306/12:14:12-301,101,22962-44844-301-2,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
126,13NOV2022,306/13:39:53-301,141,22962-49632-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
127,13NOV2022,306/15:13: 1-301,185,22962-55644-301-2,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
128,13NOV2022,306/16:40: 4-301,225,22962-60432-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
129,13NOV2022,306/18:16: 3-301,270,22962-66444-301-2,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
130,13NOV2022,306/19:38:24-301,303,22962-71280-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
131,13NOV2022,306/21: 2:30-301,329,22962-75696-301-14,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
132,13NOV2022,306/21: 7:46-301,334,22962-76962-301-13,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
133,13NOV2022,306/21:29:36-301,336,22962-77394-301-2,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
134,13NOV2022,306/22:39:27-301,362,22962-82068-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
135,13NOV2022,306\ 7:37: 5-301,408,22962-28026-301-1,10,10,1,3051,4030,4186,4129,3031,3115,4171,4029,4053,3124
136,13NOV2022,307/ 7:47: 8-209,409,22962-28164-209-4,8,8,0,376,1906,1858,1682,1829,1539,1586,1245,,
137,13NOV2022,307/ 9:12:31-209,451,22962-33354-209-3,8,8,0,376,1906,1858,1682,1829,1539,1586,1245,,
138,13NOV2022,309/ 7:54:53-505,417,22962-29256-505-11,10,9,1,3063,4064,4213,4189,3045,3083,4120,4162,3103,
139,13NOV2022,309/ 9:12:59-505,450,22962-33270-505-12,10,9,1,3063,4064,4213,4189,3045,3083,4120,4162,3103,
140,13NOV2022,309/10:21:42-505,51,22962-38256-505-11,10,9,1,3063,4064,4213,4189,3045,3083,4120,4162,3103,
141,13NOV2022,309/11:44:39-505,83,22962-42270-505-12,10,9,1,3063,4064,4213,4189,3045,3083,4120,4162,3103,
142,13NOV2022,309/12:56:55-505,121,22962-47256-505-11,10,9,1,3063,4064,4213,4189,3045,3083,4120,4162,3103,
143,13NOV2022,310/ 8: 0:47-107,414,22962-28920-107-6,10,10,0,1230,1583,1597,1817,1567,1888,1562,1584,1881,405
144,13NOV2022,310/ 9:26:51-108,9,310/ 9:26:51-108,,10,0,1230,1583,1597,1817,1567,1888,1562,1584,1881,405
145,13NOV2022,311/ 8: 4:30-103,416,22962-28992-103-6,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
146,13NOV2022,311/ 8:28:20-103,428,22962-30720-103-5,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
147,13NOV2022,311/ 9:54:28-103,34,22962-36120-103-6,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
148,13NOV2022,311/11:27:16-103,75,22962-41520-103-5,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
149,13NOV2022,311/12:55:54-103,117,22962-46920-103-6,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
150,13NOV2022,311/14:31:57-103,160,22962-52320-103-5,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
151,13NOV2022,311/15:59: 3-103,202,22962-57720-103-6,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
152,13NOV2022,311/17:28:52-103,245,22962-63120-103-5,10,10,0,1234,1518,1644,1707,1543,1744,1603,1904,1555,339
153,13NOV2022,312/ 8: 2: 9-403,415,22962-28962-403-7,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
154,13NOV2022,312/ 9:13:11-403,449,22962-33246-403-13,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
155,13NOV2022,312/ 9:20:40-403,459,22962-34434-403-14,10,10,,,,,,,,,,,
156,13NOV2022,312/ 9:39:45-403,461,22962-34806-403-8,10,10,1,3080,4183,4020,3012,3085,4122,4048,4060,4114,3097
157,13NOV2022,314/ 8: 1:43-411,418,22962-29406-411-8,10,9,0,1270,1522,1593,1891,1621,1643,1675,1560,1164,
158,13NOV2022,315/ 8: 1:58-205,420,22962-29754-205-3,8,8,0,1210,1804,1580,1718,1565,1811,1595,1206,,
159,13NOV2022,318/ 8:14:51-309,424,22962-30036-309-13,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
160,13NOV2022,318/ 8:25: 1-309,425,22962-30444-309-2,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
161,13NOV2022,318/ 9:39:56-309,466,22962-35232-309-1,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
162,13NOV2022,318/11:14:25-309,73,22962-41244-309-2,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
163,13NOV2022,318/12:42:34-309,113,22962-46032-309-1,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
164,13NOV2022,318/14:15:56-309,157,22962-52044-309-2,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
165,13NOV2022,318/15:40: 9-309,197,22962-56832-309-1,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
166,13NOV2022,318/17:37:22-309,242,22962-62844-309-2,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
167,13NOV2022,318/18:55:27-309,282,22962-67722-309-1,10,10,0,1203,1519,1594,1850,1663,1765,1866,1653,1649,1228
168,13NOV2022,319/ 8:15:51-207,422,22962-29850-207-4,8,8,0,1269,1846,1801,1673,1818,1859,1862,414,,
169,13NOV2022,319/ 8:41:46-207,437,22962-31554-207-3,8,8,0,1269,1846,1801,1673,1818,1859,1862,414,,
170,13NOV2022,320/ 8:17:14-211,423,22962-29964-211-4,8,8,0,354,1577,1897,1604,1618,1814,1875,1261,,
171,13NOV2022,320/ 9:42:54-211,465,22962-35154-211-3,8,8,0,354,1577,1897,1604,1618,1814,1875,1261,,
172,13NOV2022,321/ 8:30:29-413,5,321/ 8:30:29-413,,10,,,,,,,,,,,
173,13NOV2022,321/ 8:34:20-413,433,22962-31206-413-8,10,10,1,3011,4015,4165,4112,3139,3043,4065,4224,4113,3061
174,13NOV2022,323/ 8:27:20-109,429,22962-30720-109-6,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
175,13NOV2022,323/ 9:54:56-109,33,22962-36120-109-5,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
176,13NOV2022,323/11:29:40-109,76,22962-41520-109-6,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
177,13NOV2022,323/12:57:19-109,118,22962-46920-109-5,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
178,13NOV2022,323/14:28:24-109,159,22962-52320-109-6,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
179,13NOV2022,323/15:59:18-109,201,22962-57720-109-5,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
180,13NOV2022,323/17:29:21-109,244,22962-63120-109-6,10,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
181,13NOV2022,323/18:57:31-109,20,323/18:57:31-109,,10,0,417,1606,1887,1714,1857,1504,1825,1523,1578,327
182,13NOV2022,325/ 8:31: 9-105,427,22962-30672-105-6,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
183,13NOV2022,325/ 8:54: 1-105,443,22962-32520-105-5,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
184,13NOV2022,325/10:31: 5-105,48,22962-37920-105-6,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
185,13NOV2022,325/11:56:25-105,90,22962-43320-105-5,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
186,13NOV2022,325/13:27:41-105,132,22962-48720-105-6,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
187,13NOV2022,325/14:59:14-105,173,22962-54120-105-5,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
188,13NOV2022,325/16:26: 2-105,216,22962-59520-105-6,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
189,13NOV2022,325/17:57:31-105,259,22962-64920-105-5,10,10,0,1219,1913,1610,1559,1802,1847,1724,1747,1842,1243
190,13NOV2022,326/ 8:29:57-323,434,22962-31260-323-2,10,10,1,3141,4177,4099,4221,3072,3042,4195,4008,4184,3020
191,13NOV2022,326/ 8:54: 7-323,441,22962-32442-323-1,10,10,1,3141,4177,4099,4221,3072,3042,4195,4008,4184,3020
192,13NOV2022,328/ 8:33:46-405,430,22962-30762-405-7,10,10,1,3114,4069,4127,4155,4041,3048,4075,4056,4061,3049
193,13NOV2022,328/ 9:12:36-950,8,328/ 9:12:36-950,,10,1,3114,4069,4127,4155,4041,3048,4075,4056,4061,3049
194,13NOV2022,332/ 8:44:37-201,439,22962-31764-201-4,8,8,0,1231,1883,1710,1716,1688,1715,1722,1260,,
195,13NOV2022,332/10:13:42-201,42,22962-36954-201-3,8,8,0,1231,1883,1710,1716,1688,1715,1722,1260,,
196,13NOV2022,333/ 8:50:16-107,7,333/ 8:50:16-107,,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
197,13NOV2022,333/ 9:20:52-107,457,22962-34320-107-5,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
198,13NOV2022,333/10:57:50-107,62,22962-39720-107-6,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
199,13NOV2022,333/12:26: 6-107,104,22962-45120-107-5,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
200,13NOV2022,333/13:59:31-107,146,22962-50520-107-6,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
201,13NOV2022,333/15:31:56-107,187,22962-55920-107-5,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
202,13NOV2022,333/17: 0: 4-107,230,22962-61320-107-6,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
203,13NOV2022,333/18:26:55-107,273,22962-66720-107-5,10,10,0,1236,1579,1538,1743,1698,1600,1616,1828,1582,1235
204,13NOV2022,334/ 8:57:58-111,442,22962-32520-111-6,10,9,1,3159,4125,4051,4046,4215,4057,4037,4185,3149,
205,13NOV2022,334/10:31:56-111,47,22962-37920-111-5,10,9,1,3159,4125,4051,4046,4215,4057,4037,4185,3149,
206,13NOV2022,334/11:55: 9-111,89,22962-43320-111-6,10,9,1,3159,4125,4051,4046,4215,4057,4037,4185,3149,
207,13NOV2022,334/13:25:47-112,16,334/13:25:47-112,,9,1,3159,4125,4051,4046,4215,4057,4037,4185,3149,
208,13NOV2022,337/ 9: 0:33-407,444,22962-32562-407-7,10,10,0,1212,1705,1642,1827,1575,1845,1639,1602,1554,350
209,13NOV2022,337/10:13:55-407,40,22962-36846-407-13,10,10,0,1212,1705,1642,1827,1575,1845,1639,1602,1554,350
210,13NOV2022,337/10:19:43-407,50,22962-38034-407-14,10,10,,,,,,,,,,,
211,13NOV2022,337/10:39: 6-407,52,22962-38406-407-8,10,10,0,1212,1705,1642,1827,1575,1845,1639,1602,1554,350
212,13NOV2022,340/ 9: 5:52-321,448,22962-33060-321-2,10,10,,,,,,,,,,,
213,13NOV2022,340/ 9:23:16-321,455,22962-34242-321-1,10,10,,,,,,,,,,,
214,13NOV2022,343/ 9:16:43-203,453,22962-33564-203-4,8,8,1,3151,4106,4192,4110,3060,3112,4103,3052,,
215,13NOV2022,343/10:45:51-203,56,22962-38754-203-3,8,8,1,3151,4106,4192,4110,3060,3112,4103,3052,,
216,13NOV2022,346/ 9:49:12-405,36,22962-36234-405-14,10,10,0,1254,1505,1533,1636,1767,1661,1619,1515,1655,1229
217,13NOV2022,346/10: 8:44-405,38,22962-36606-405-8,10,10,0,1254,1505,1533,1636,1767,1661,1619,1515,1655,1229
218,13NOV2022,354/ 9:29:58-411,458,22962-34362-411-7,10,10,0,1266,1694,1836,1601,1877,1561,1882,1843,1558,1238
219,13NOV2022,354/10:44:25-411,54,22962-38646-411-13,10,10,0,1266,1694,1836,1601,1877,1561,1882,1843,1558,1238
220,13NOV2022,354/10:51:18-411,64,22962-39834-411-14,10,10,,,,,,,,,,,
221,13NOV2022,354/11: 8:31-411,66,22962-40206-411-8,10,10,0,1266,1694,1836,1601,1877,1561,1882,1843,1558,1238
222,13NOV2022,357/ 9:36:11-323,462,22962-34860-323-2,10,10,,,,,,,,,,,
223,13NOV2022,357/ 9:52:49-323,32,22962-36042-323-1,10,10,,,,,,,,,,,
224,13NOV2022,361/ 9:48:56-205,467,22962-35364-205-4,8,10,0,1210,1804,1580,1718,1565,1811,1595,1206,,
225,13NOV2022,361/11:10:45-205,70,22962-40554-205-3,8,8,0,1210,1804,1580,1718,1565,1811,1595,1206,,
226,13NOV2022,364/ 9:59:41-321,39,22962-36660-321-2,10,10,,,,,,,,,,,
227,13NOV2022,364/10:23: 3-321,46,22962-37842-321-1,10,10,,,,,,,,,,,
228,13NOV2022,365/10: 0:31-413,35,22962-36162-413-7,10,10,1,3011,4015,4165,4112,3139,3043,4065,4224,4113,3061
229,13NOV2022,365/11:14: 8-413,68,22962-40446-413-13,10,10,1,3011,4015,4165,4112,3139,3043,4065,4224,4113,3061
232,13NOV2022,367/10:20: 6-207,44,22962-37164-207-4,8,8,0,1269,1846,1801,1673,1818,1859,1862,414,,
233,13NOV2022,367/11:42:13-207,84,22962-42354-207-3,8,8,0,1269,1846,1801,1673,1818,1859,1862,414,,
234,13NOV2022,371/10:28:50-401,49,22962-37962-401-7,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
235,13NOV2022,371/11:42:55-401,82,22962-42246-401-13,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
236,13NOV2022,371/11:50:35-401,92,22962-43434-401-14,10,10,,,,,,,,,,,
237,13NOV2022,371/12: 8:28-401,94,22962-43806-401-8,10,10,0,1226,1660,1902,1525,1645,1851,1611,1506,1746,1232
238,13NOV2022,372/10:33:45-501,55,22962-38670-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
239,13NOV2022,372/11:54: 1-501,93,22962-43656-501-11,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
240,13NOV2022,372/13:14:26-501,125,22962-47670-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
241,13NOV2022,372/14:32:23-501,163,22962-52656-501-11,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
242,13NOV2022,372/15:44:26-501,195,22962-56670-501-12,10,10,0,333,1526,1566,1590,1635,1748,1865,1638,1758,316
