RevDate,RK,RUNKEY,Exits,HPOT,LPOT,UPOT,Id
05SEP2022,1,401/ 5:18: 4-955,,,,,15
05SEP2022,2,408/ 5:42:25-955,,,,,16
05SEP2022,3,411/ 6:58:33-307,,,,,27
05SEP2022,4,412/ 7: 2:47-303,,,,,30
05SEP2022,5,424/ 7:29:28-918,,,,,96
05SEP2022,6,429/ 7:43:23-305,,,,,141
05SEP2022,7,436/ 8: 6:33-307,,,,,165
05SEP2022,8,414/ 8:15:56-313,,,,,48
05SEP2022,9,411/ 8:39:31-707,,,,,29
05SEP2022,10,415/ 9: 4:10-709,,,,,57
05SEP2022,11,461/ 9:16:51-955,,,,,225
05SEP2022,12,468/ 9:45:23-918,,,,,234
05SEP2022,13,485/10:31:53-975,,,,,251
05SEP2022,14,488/10:56:10-955,,,,,257
05SEP2022,15,468/13:48: 7-707,,,,,236
05SEP2022,16,735/17: 0:53-918,,,,,372
05SEP2022,17,559/17: 6:48-109,,,,,355
05SEP2022,18,540/17: 8:48-101,,,,,338
05SEP2022,19,414/18: 1:55-701,,,,,54
05SEP2022,20,468/18:29:30-950,,,,,238
05SEP2022,21,429/19:23:14-707,,,,,148
05SEP2022,22,923/19:49:11-918,,,,,442
05SEP2022,23,905/19:52:53-409,,,,,419
05SEP2022,24,436/20:31:15-711,,,,,172
05SEP2022,25,412/18:49: 4-307,264,92,71,66,38
05SEP2022,26,947/21: 6:46-918,,,,,456
05SEP2022,27,969/23: 9:45-960,,,,,471
05SEP2022,28,412/23:13: 6-709,,,,,42
05SEP2022,29,947/23:22:14-950,,,,,457
05SEP2022,30,973/23:34:54-221,,,,,477
05SEP2022,31,977/ 0: 7:53-313,,,,,482
05SEP2022,32,425/ 0:15:53-223,,,,,107
05SEP2022,33,923/ 0:16:27-713,,,,,441
05SEP2022,34,974/ 0:34:37-311,,,,,478
05SEP2022,35,424/ 0:40:19-301,,,,,95
05SEP2022,36,438/ 0:37:57-225,,,,,182
05SEP2022,37,735/ 1: 4:38-303,,,,,371
